team_id,gate_revenue,gate_share_gained,gate_share_lost,season_ticket_revenue,media_revenue,merchandising_revenue,revenue_sharing,playoff_revenue,cash,cash_owner,cash_trades,previous_balance,player_expenses,staff_expenses,stadium_expenses,season_tickets,attendance,fan_interest,fan_loyalty,fan_modifier,ticket_price,local_media_contract,local_media_contract_expires,national_media_contract,national_media_contract_expires,scouting_budget,development_budget,draft_budget,draft_expenses,intl_fa_budget,spent_in_intl,budget,market,owner_expectation,total_revenue,total_expenses,financial_balance,budget_balance,player_payroll,player_payroll_next_season,player_payroll_offered,mode
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,107963,77,0,1,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,189108,76,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000.0000,0.0000,0.0000,0
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,164252,100,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000.0000,0.0000,0.0000,1
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,108525,50,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000.0000,0.0000,0.0000,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,186711,98,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000.0000,0.0000,0.0000,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550,199413,100,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,130853,77,0,3,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000.0000,0.0000,0.0000,0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,135474,56,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000.0000,0.0000,0.0000,0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,124699,50,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000.0000,0.0000,0.0000,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,93249,62,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116,148975,51,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,89247,84,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460,169415,71,0,6,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,164934,93,0,4,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2672,156641,69,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,128016,90,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485000.0000,0.0000,0.0000,0
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,120973,50,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,65482,52,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,2
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,72792,50,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,108461,53,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528,136108,100,0,15,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,7
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,202364,100,0,10,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,153316,98,0,4,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,103330,83,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,94987,58,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,103106,51,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,110371,56,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605000.0000,0.0000,0.0000,0
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,164605,100,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,75167,55,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000.0000,0.0000,0.0000,0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,172376,99,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,184217,90,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,1
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2826,242630,76,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000.0000,0.0000,0.0000,0
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,185697,94,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,79115,77,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,117329,100,0,3,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,136376,80,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,90321,54,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,146751,100,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,108461,51,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,77258,51,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,105075,50,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1766,63606,51,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,51747,50,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,97836,100,0,2,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000.0000,0.0000,0.0000,3
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151,131292,78,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,51588,50,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000.0000,0.0000,0.0000,0
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,51234,68,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,76044,100,0,15,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,86230,54,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,123122,100,0,5,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,78918,73,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,10
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,93860,100,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,5
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817,76509,54,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,111305,100,0,3,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,74684,67,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,2
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2385,164718,74,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,1
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,163187,100,0,8,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,5
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,80334,64,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,119590,83,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,2
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,93350,84,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,98296,60,0,4,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000.0000,0.0000,0.0000,0
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,98406,55,0,5,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,95747,68,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535000.0000,0.0000,0.0000,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,70754,73,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,78598,78,0,10,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,58654,51,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,74037,69,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,68022,81,0,10,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,2
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,79150,87,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,47214,87,0,4,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,48803,86,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,91750,65,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,51662,50,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,95843,98,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,142290,100,0,18,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,15
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,64097,78,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,45196,50,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,2
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078,98378,84,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,58359,50,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,145907,100,0,5,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,67712,64,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099,158719,86,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840400.0000,0.0000,0.0000,0
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,125379,100,0,9,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726,57988,67,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436,70144,53,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2202,127060,90,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,66183,100,0,3,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099,123297,86,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,79254,75,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478,57261,53,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057,128354,84,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,67814,75,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,143448,100,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,7
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,47533,52,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,56145,51,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,2
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,67604,64,0,2,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,83587,65,0,5,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,55248,98,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,1
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,76039,81,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2161,171273,77,0,9,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,57900,54,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,123691,89,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,3
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,53525,56,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,103082,100,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,107374,100,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078,91738,74,0,9,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,99748,69,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,2
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,48782,50,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,44355,51,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3369,90,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3869,100,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,1
586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3042,83,0,3,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,1
587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3919,51,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3068,60,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3069,53,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3149,66,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3730,94,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0
