team_id,year,league_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
329,2040,159,6,1,471,126,546,159,101,96,0,61,65,53,155,110,1971,1,76,0,10,8,10,68,20,3,3,1,12,1,0,8,18,8,36,5,0,17,5,76,0,0,21,7,10,12.1108,0.2144,0.3131,0.3376,0.6507,7.1953,6.8391,0.8549,4.3456,0.0000,0.0000,0.0000,0.5556,0.0000,0.6667,0.2941,0.4737,3.7757,25.9342,0.0000,1.2823,0.5849,1.5738,0.2432
330,2040,160,6,1,514,148,559,171,84,172,0,36,51,47,144,116,2098,2,87,0,12,3,15,48,9,4,1,3,24,0,0,1,4,4,39,5,0,17,1,87,0,0,11,8,9,7.5067,0.1634,0.2234,0.3327,0.5561,5.0852,10.4126,1.4529,2.1794,0.0000,0.0000,0.0000,0.8000,0.0000,0.9375,0.0588,0.4483,2.8453,24.1149,0.0000,0.8072,0.5538,4.7778,0.1881
331,2040,160,6,1,818,206,971,456,237,17,0,116,181,164,324,248,3236,0,78,0,10,14,1,138,35,10,11,8,56,10,0,5,28,16,42,7,0,4,3,78,0,0,36,12,0,16.1214,0.2897,0.3840,0.5575,0.9414,10.3544,0.7427,2.4466,5.0680,0.0000,0.0000,0.0000,0.4167,0.0000,0.2500,0.7500,0.5385,7.1650,41.4872,0.0000,1.7136,0.5664,0.1466,0.2394
332,2040,160,6,1,615,165,720,227,121,168,0,85,105,79,173,137,2697,0,97,0,3,4,11,67,26,3,7,4,24,2,0,5,22,10,42,8,0,13,1,97,0,0,23,6,13,11.7818,0.1967,0.3013,0.3691,0.6704,6.6000,9.1636,1.3091,4.6364,0.0000,0.0000,0.0000,0.4286,0.0000,0.9167,0.0769,0.4330,4.3091,27.8041,0.0000,1.2485,0.5581,1.9765,0.2256
333,2040,161,6,1,756,211,838,231,139,205,0,70,68,59,212,186,3201,1,128,0,10,9,15,88,29,5,2,3,19,0,0,2,7,5,48,4,0,21,5,128,0,0,21,21,19,9.1136,0.1839,0.2569,0.3056,0.5625,5.9196,8.7303,0.8091,2.9811,0.0000,0.0000,0.0000,0.5263,0.0000,0.7500,0.2381,0.3750,2.5126,25.0078,0.0000,0.9890,0.5327,2.9286,0.2247
334,2040,161,6,1,727,198,831,249,138,162,0,78,96,80,242,176,3118,0,121,0,14,12,14,79,30,10,5,6,23,0,1,8,30,10,49,6,0,20,5,121,0,0,28,2,8,10.2727,0.1898,0.2756,0.3425,0.6181,6.2727,7.3636,1.0455,3.5455,0.0000,0.0000,0.0000,0.5385,0.0000,0.7368,0.2500,0.4050,3.6364,25.7686,0.0000,1.0909,0.5789,2.0769,0.2102
335,2040,161,6,1,504,142,547,143,87,145,0,36,37,31,160,107,2048,0,101,0,7,7,23,57,16,4,1,2,12,0,0,4,7,2,47,4,0,29,4,101,0,0,8,8,27,7.9225,0.1726,0.2302,0.2837,0.5139,5.5141,9.1901,0.7606,2.2817,0.0000,0.0000,0.0000,0.5000,0.0000,0.8519,0.1379,0.4653,1.9648,20.2772,0.0000,0.8662,0.5993,4.0278,0.2155
336,2040,161,6,1,550,155,618,185,100,150,0,42,55,45,158,139,2395,2,129,0,13,4,15,63,11,2,4,4,22,1,0,3,13,20,50,4,0,24,9,129,0,0,13,11,24,9.3662,0.1818,0.2630,0.3364,0.5994,5.7816,8.6724,1.2719,2.4283,0.0000,0.0000,0.0000,0.7647,0.0000,0.6250,0.3750,0.3876,2.6017,18.5659,0.0000,0.9122,0.5320,3.5714,0.2042
337,2040,161,6,1,666,190,727,202,114,198,0,44,46,40,213,144,2700,1,125,0,14,5,21,64,26,7,3,10,14,3,0,7,6,7,49,8,0,28,4,125,0,0,9,5,27,7.8021,0.1712,0.2292,0.3033,0.5325,5.3905,9.3625,0.6620,2.0806,0.0000,0.0000,0.0000,0.7368,0.0000,0.8400,0.1429,0.3920,1.8914,21.6000,0.0000,0.8301,0.5966,4.5000,0.2188
338,2040,161,6,1,919,232,1086,444,265,15,0,113,196,163,359,277,3867,2,93,0,9,19,4,163,58,12,12,11,33,41,0,4,39,30,50,9,0,7,1,93,0,0,85,25,0,15.7822,0.2884,0.3799,0.4831,0.8630,10.2507,0.5802,1.2765,4.3711,0.0000,0.0000,0.0000,0.3214,0.0000,0.8000,0.1429,0.5376,6.3052,41.5806,0.0000,1.6246,0.5645,0.1327,0.2627
