team_id,year,league_id,sub_league_id,division_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
31,2031,145,1,1,1,1,5413,1447,6056,2015,1258,1337,432,515,587,544,1385,1446,22545,2,162,162,87,75,43,803,295,39,29,18,142,1,1,33,54,59,161,129,81,64,20,449,1,17,69,22,67,11.3894,0.2324,0.3045,0.3723,0.6768,7.8209,8.3120,0.8828,3.2017,0.0062,3.6246,0.5000,0.5370,2.6667,0.6825,0.3125,0.3586,3.3820,139.1667,0.0000,1.2247,0.4892,2.5961,0.2816
31,2032,145,1,1,1,1,5424,1464,6058,2093,1243,1399,500,473,636,607,1473,1358,22065,1,162,162,92,70,58,749,298,58,39,36,160,9,0,27,46,64,160,115,74,78,19,444,2,13,53,23,72,10.9401,0.2292,0.2967,0.3859,0.6825,7.6397,8.5985,0.9834,2.9071,0.0123,3.7038,0.4568,0.5679,3.0864,0.7532,0.2436,0.3604,3.7307,136.2037,0.0000,1.1719,0.5203,2.9577,0.2774
31,2033,145,1,1,1,1,5334,1450,6021,2103,1194,1418,433,533,661,633,1443,1318,22604,0,162,162,82,80,42,712,252,51,37,33,197,2,0,28,58,66,162,112,78,67,23,456,0,4,77,26,72,11.1290,0.2238,0.3003,0.3943,0.6946,7.4110,8.8014,1.2228,3.3083,0.0000,4.1243,0.4815,0.5062,2.6728,0.6462,0.3433,0.3553,3.9290,139.5309,0.0000,1.1910,0.5226,2.6604,0.2654
31,2034,145,1,1,1,1,5400,1453,6071,2267,1274,1526,514,499,695,657,1434,1216,22712,0,162,162,95,67,51,726,316,60,30,19,213,9,3,32,66,79,160,129,70,68,15,419,2,7,120,29,53,11.4714,0.2359,0.3083,0.4198,0.7281,7.8913,9.4522,1.3193,3.0908,0.0123,3.9261,0.4321,0.5864,3.1728,0.7727,0.2206,0.3819,4.0695,140.1975,0.0000,1.2202,0.5411,3.0581,0.2875
31,2035,145,1,1,1,1,5582,1459,6218,2411,1398,1574,526,494,747,715,1400,1238,23578,0,162,162,97,65,53,812,360,48,29,25,201,16,1,30,65,64,162,117,62,74,19,481,0,8,87,32,65,12.0658,0.2504,0.3171,0.4319,0.7490,8.6237,9.7094,1.2399,3.0473,0.0000,3.9837,0.3827,0.5988,3.2469,0.7361,0.2568,0.3368,4.4106,145.5432,0.0000,1.2968,0.5307,3.1862,0.3120
31,2036,145,1,1,1,1,5500,1442,6124,2394,1368,1523,502,490,746,707,1431,1223,22979,2,162,162,85,77,55,803,316,49,41,37,212,3,0,17,57,44,162,100,77,76,20,427,0,8,128,29,61,11.8655,0.2487,0.3131,0.4353,0.7484,8.5342,9.5012,1.3226,3.0568,0.0000,0.0000,0.4753,0.5247,3.0988,0.7333,0.2632,0.3794,4.4106,140.9755,0.0000,1.2879,0.5392,3.1082,0.3037
31,2037,145,1,1,1,1,5439,1438,6083,2295,1334,1424,472,527,698,667,1368,1321,22970,2,162,162,75,87,44,803,302,18,30,28,201,2,1,14,57,68,157,136,64,61,16,398,5,9,89,37,52,12.0674,0.2453,0.3181,0.4220,0.7401,8.3452,8.9082,1.2574,3.2968,0.0309,4.2505,0.3951,0.4630,2.9136,0.7333,0.2623,0.3945,4.1726,141.7901,0.0000,1.2936,0.5087,2.7021,0.2947
31,2038,145,1,1,1,1,5417,1442,6018,2269,1262,1508,482,482,675,626,1309,1340,22683,1,162,162,85,77,57,726,288,21,33,25,223,3,1,17,54,64,161,115,73,80,21,377,1,16,60,35,50,11.2817,0.2330,0.3015,0.4189,0.7204,7.8747,9.4098,1.3915,3.0076,0.0062,4.2138,0.4506,0.5247,2.9753,0.7308,0.2625,0.4271,3.9062,140.0185,0.0000,1.2092,0.4941,3.1286,0.2794
31,2039,145,1,1,1,1,5412,1441,6012,2257,1233,1519,473,489,702,670,1353,1295,23173,0,162,162,85,77,44,691,287,16,31,28,227,1,3,14,56,61,161,112,73,61,14,428,1,7,66,22,70,11.1360,0.2278,0.2975,0.4170,0.7145,7.7009,9.4872,1.4178,3.0541,0.0062,4.2661,0.4506,0.5247,2.9198,0.7586,0.2295,0.3762,4.1846,143.0432,0.0000,1.1950,0.5110,3.1063,0.2721
32,1876,145,0,0,0,0,2628,632,2732,0,732,77,0,104,450,176,0,0,0,0,70,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,11.9051,0.2785,0.3060,0.2865,0.5925,10.4241,1.0965,0.0997,1.4810,0.0000,3.2926,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,2.5063,0.0000,0.0000,1.3228,0.0000,0.7404,0.2850
