team_id,year,league_id,sub_league_id,division_id,g,w,l,pos,pct,gb,streak,magic_number
32,1921,145,1,0,153,79,74,4,0.5163,15.0000,0,0
32,1922,145,1,0,154,53,100,8,0.3464,39.0000,0,0
32,1923,145,1,0,155,54,100,7,0.3506,42.0000,0,0
32,1924,145,1,0,154,53,100,8,0.3464,40.0000,0,0
32,1925,145,1,0,153,70,83,5,0.4575,25.0000,0,0
32,1926,145,1,0,153,66,86,7,0.4342,21.5000,0,0
32,1927,145,1,0,155,60,94,7,0.3896,33.5000,0,0
32,1928,145,1,0,153,50,103,7,0.3268,44.5000,0,0
32,1929,145,1,0,154,56,98,8,0.3636,41.0000,0,0
32,1930,145,1,0,154,70,84,6,0.4545,22.0000,0,0
32,1931,145,1,0,156,64,90,7,0.4156,38.0000,0,0
32,1932,145,1,0,155,77,77,5,0.5000,13.5000,0,0
32,1933,145,1,0,156,83,71,4,0.5390,8.0000,0,0
32,1934,145,1,0,152,78,73,4,0.5166,16.0000,0,0
32,1935,145,1,0,153,38,115,8,0.2484,61.5000,0,0
32,1936,145,1,0,157,71,83,6,0.4610,22.5000,0,0
32,1937,145,1,0,152,79,73,5,0.5197,16.0000,0,0
32,1938,145,1,0,153,77,75,5,0.5066,11.5000,0,0
32,1939,145,1,0,152,63,88,7,0.4172,32.0000,0,0
32,1940,145,1,0,152,65,87,7,0.4276,33.5000,0,0
32,1941,145,1,0,156,62,92,7,0.4026,37.5000,0,0
32,1942,145,1,0,150,59,89,7,0.3986,44.0000,0,0
32,1943,145,1,0,153,68,85,6,0.4444,35.0000,0,0
32,1944,145,1,0,155,65,89,6,0.4221,39.0000,0,0
32,1945,145,1,0,154,67,85,6,0.4408,30.5000,0,0
32,1946,145,1,0,154,81,72,4,0.5294,16.0000,0,0
32,1947,145,1,0,154,86,68,3,0.5584,7.5000,0,0
32,1948,145,1,0,154,91,62,1,0.5948,0.0000,0,0
32,1949,145,1,0,157,75,79,4,0.4870,22.5000,0,0
32,1950,145,1,0,156,83,71,4,0.5390,7.5000,0,0
32,1951,145,1,0,155,76,78,4,0.4935,21.0000,0,0
32,1952,145,1,0,155,64,89,7,0.4183,32.0000,0,0
32,1953,145,1,0,157,92,62,2,0.5974,14.0000,0,0
32,1954,145,1,0,154,89,65,3,0.5779,8.0000,0,0
32,1955,145,1,0,154,85,69,2,0.5519,13.0000,0,0
32,1956,145,1,0,155,92,62,2,0.5974,1.5000,0,0
32,1957,145,1,0,155,95,59,1,0.6169,0.0000,0,0
32,1958,145,1,0,154,92,62,1,0.5974,0.0000,0,0
32,1959,145,1,0,157,86,70,2,0.5513,2.5000,0,0
32,1960,145,1,0,154,88,66,2,0.5714,6.5000,0,0
32,1961,145,1,0,155,83,71,4,0.5390,10.5000,0,0
32,1962,145,1,0,162,86,76,5,0.5309,15.5000,0,0
32,1963,145,1,0,163,84,78,6,0.5185,15.0000,0,0
32,1964,145,1,0,162,88,74,5,0.5432,5.0000,0,0
32,1965,145,1,0,162,86,76,5,0.5309,11.0000,0,0
32,1966,145,1,0,163,85,77,5,0.5247,10.5000,0,0
32,1967,145,1,0,162,77,85,7,0.4753,24.5000,0,0
32,1968,145,1,0,163,81,81,5,0.5000,16.5000,0,0
32,1969,145,1,1,162,93,69,1,0.5741,0.0000,0,0
32,1970,145,1,1,162,76,86,5,0.4691,26.0000,0,0
32,1971,145,1,1,162,82,80,3,0.5062,8.0000,0,0
32,1972,145,1,1,155,70,84,4,0.4545,25.5000,0,0
32,1973,145,1,1,162,76,85,5,0.4720,23.0000,0,0
32,1974,145,1,1,163,88,74,3,0.5432,14.5000,0,0
32,1975,145,1,1,161,67,94,5,0.4161,40.5000,0,0
32,1976,145,1,1,162,70,92,6,0.4321,32.0000,0,0
32,1977,145,1,1,162,61,101,6,0.3765,37.0000,0,0
32,1978,145,1,1,162,69,93,6,0.4259,26.0000,0,0
32,1979,145,1,1,160,66,94,6,0.4125,23.5000,0,0
32,1980,145,1,1,161,81,80,4,0.5031,11.0000,0,0
32,1981,145,1,1,107,50,56,5,0.4717,15.5000,0,0
32,1982,145,1,1,162,89,73,1,0.5494,0.0000,0,0
32,1983,145,1,1,162,88,74,2,0.5432,2.5000,0,0
32,1984,145,1,1,162,80,82,2,0.4938,12.0000,0,0
32,1985,145,1,1,162,66,96,5,0.4074,29.0000,0,0
32,1986,145,1,1,161,72,89,6,0.4472,23.5000,0,0
32,1987,145,1,1,161,69,92,5,0.4286,20.5000,0,0
32,1988,145,1,1,160,54,106,6,0.3375,39.0000,0,0
32,1989,145,1,1,161,63,97,6,0.3937,28.5000,0,0
32,1990,145,1,1,162,65,97,6,0.4012,26.0000,0,0
32,1991,145,1,1,162,94,68,1,0.5802,0.0000,0,0
32,1992,145,1,1,162,98,64,1,0.6049,0.0000,0,0
32,1993,145,1,1,162,104,58,1,0.6420,0.0000,0,0
32,1994,145,1,0,114,68,46,2,0.5965,6.0000,0,0
32,1995,145,1,0,144,90,54,1,0.6250,0.0000,0,0
32,1996,145,1,0,162,96,66,1,0.5926,0.0000,0,0
32,1997,145,1,0,162,101,61,1,0.6235,0.0000,0,0
32,1998,145,1,0,162,106,56,1,0.6543,0.0000,0,0
32,1999,145,1,0,162,103,59,1,0.6358,0.0000,0,0
32,2000,145,1,0,162,95,67,1,0.5864,0.0000,0,0
32,2001,145,1,0,162,88,74,1,0.5432,0.0000,0,0
32,2002,145,1,0,161,101,59,1,0.6312,0.0000,0,0
32,2003,145,1,0,162,101,61,1,0.6235,0.0000,0,0
32,2004,145,1,0,162,96,66,1,0.5926,0.0000,0,0
32,2005,145,1,0,162,90,72,1,0.5556,0.0000,0,0
32,2006,145,1,0,162,79,83,3,0.4877,18.0000,0,0
32,2007,145,1,0,162,84,78,3,0.5185,5.0000,0,0
32,2008,145,1,0,161,84,77,3,0.5217,7.5000,0,0
32,2009,145,1,0,162,86,76,3,0.5309,7.0000,0,0
32,2010,145,1,0,162,91,71,2,0.5617,6.0000,0,0
32,2011,145,1,0,162,89,73,2,0.5494,13.0000,0,0
32,2012,145,1,0,162,94,68,2,0.5802,4.0000,0,0
32,2013,145,1,0,162,96,66,1,0.5926,0.0000,0,0
32,2014,145,1,0,162,79,83,2,0.4877,17.0000,0,0
32,2015,145,1,0,162,67,95,4,0.4136,23.0000,0,0
32,2016,145,1,0,161,68,93,5,0.4224,26.5000,0,0
32,2017,145,1,0,162,70,92,4,0.4321,36.0000,-3,1000
32,2018,145,1,0,162,71,91,4,0.4383,23.0000,-1,1000
32,2019,145,1,0,162,78,84,3,0.4815,7.0000,4,1000
32,2020,145,1,0,162,87,75,2,0.5370,7.0000,-2,1000
32,2021,145,1,0,162,92,70,2,0.5679,3.0000,1,1000
32,2022,145,1,0,162,68,94,5,0.4198,31.0000,2,1000
32,2023,145,1,0,162,55,107,5,0.3395,48.0000,-3,1000
32,2024,145,1,0,162,104,58,2,0.6420,6.0000,-1,1000
32,2025,145,1,0,162,78,84,4,0.4815,22.0000,3,1000
32,2026,145,1,0,162,86,76,3,0.5309,20.0000,1,1000
32,2027,145,1,0,162,71,91,4,0.4383,34.0000,1,1000
32,2028,145,1,0,162,51,111,5,0.3148,55.0000,7,1000
32,2029,145,1,0,162,56,106,5,0.3457,46.0000,2,1000
32,2030,145,1,0,162,61,101,5,0.3765,37.0000,1,1000
32,2031,145,1,0,162,82,80,4,0.5062,18.0000,-3,1000
32,2032,145,1,0,162,87,75,3,0.5370,10.0000,-3,1000
32,2033,145,1,0,162,77,85,5,0.4753,27.0000,-3,1000
32,2034,145,1,0,162,97,65,2,0.5988,1.0000,-1,1000
32,2035,145,1,0,162,86,76,3,0.5309,13.0000,-9,1000
32,2036,145,1,0,162,84,78,3,0.5185,18.0000,1,1000
32,2037,145,1,0,162,100,62,2,0.6173,8.0000,-1,1000
32,2038,145,1,0,162,76,86,3,0.4691,22.0000,1,1000
32,2039,145,1,0,162,91,71,1,0.5617,0.0000,-1,-2
33,1901,145,0,0,139,48,89,8,0.3504,36.0000,0,0
33,1902,145,0,0,140,78,58,2,0.5735,6.5000,0,0
33,1903,145,0,0,139,65,74,6,0.4676,25.0000,0,0
33,1904,145,0,0,156,65,87,6,0.4276,29.5000,0,0
33,1905,145,0,0,156,54,99,8,0.3529,37.0000,0,0
33,1906,145,0,0,154,76,73,5,0.5101,17.0000,0,0
33,1907,145,0,0,155,69,83,6,0.4539,24.0000,0,0
33,1908,145,0,0,155,83,69,4,0.5461,6.0000,0,0
33,1909,145,0,0,154,61,89,7,0.4067,35.0000,0,0
33,1910,145,0,0,158,47,107,8,0.3052,56.5000,0,0
33,1911,145,0,0,152,45,107,8,0.2961,56.0000,0,0
33,1912,145,0,0,157,53,101,7,0.3442,53.5000,0,0
33,1913,145,0,0,155,57,96,8,0.3725,40.0000,0,0
33,1914,145,0,0,159,71,82,5,0.4641,28.5000,0,0
33,1915,145,0,0,159,63,91,6,0.4091,40.0000,0,0
33,1916,145,0,0,158,79,75,5,0.5130,13.0000,0,0
33,1917,145,0,0,155,57,97,7,0.3701,42.5000,0,0
33,1918,145,0,0,123,58,64,5,0.4754,15.5000,0,0
33,1919,145,0,0,140,67,72,5,0.4820,21.0000,0,0
33,1920,145,0,0,154,76,77,4,0.4967,22.0000,0,0
33,1921,145,0,0,154,81,73,3,0.5260,17.5000,0,0
33,1922,145,0,0,154,93,61,2,0.6039,1.0000,0,0
33,1923,145,0,0,154,74,78,5,0.4868,25.0000,0,0
33,1924,145,0,0,153,74,78,4,0.4868,16.5000,0,0
33,1925,145,0,0,154,82,71,3,0.5359,15.0000,0,0
33,1926,145,0,0,155,62,92,7,0.4026,29.0000,0,0
33,1927,145,0,0,155,59,94,7,0.3856,51.0000,0,0
33,1928,145,0,0,154,82,72,3,0.5325,19.0000,0,0
33,1929,145,0,0,154,79,73,4,0.5197,26.5000,0,0
33,1930,145,0,0,154,64,90,6,0.4156,38.0000,0,0
33,1931,145,0,0,154,63,91,5,0.4091,44.5000,0,0
33,1932,145,0,0,154,63,91,6,0.4091,43.0000,0,0
33,1933,145,0,0,153,55,96,8,0.3642,44.0000,0,0
33,1934,145,0,0,154,67,85,6,0.4408,34.0000,0,0
33,1935,145,0,0,155,65,87,7,0.4276,29.5000,0,0
33,1936,145,0,0,155,57,95,7,0.3750,45.0000,0,0
33,1937,145,0,0,156,46,108,8,0.2987,55.5000,0,0
33,1938,145,0,0,156,55,97,7,0.3618,43.5000,0,0
33,1939,145,0,0,156,43,111,8,0.2792,65.0000,0,0
33,1940,145,0,0,156,67,87,6,0.4351,23.5000,0,0
33,1941,145,0,0,157,70,84,6,0.4545,31.5000,0,0
33,1942,145,0,0,151,82,69,3,0.5430,19.5000,0,0
33,1943,145,0,0,153,72,80,6,0.4737,25.0000,0,0
33,1944,145,0,0,154,89,65,1,0.5779,0.0000,0,0
33,1945,145,0,0,154,81,70,3,0.5364,6.5000,0,0
33,1946,145,0,0,156,66,88,7,0.4286,38.0000,0,0
33,1947,145,0,0,154,59,95,8,0.3831,37.5000,0,0
33,1948,145,0,0,155,59,94,6,0.3856,37.5000,0,0
33,1949,145,0,0,155,53,101,7,0.3442,44.0000,0,0
33,1950,145,0,0,154,58,96,7,0.3766,39.5000,0,0
33,1951,145,0,0,154,52,102,8,0.3377,46.0000,0,0
33,1952,145,0,0,155,64,90,7,0.4156,31.5000,0,0
33,1953,145,0,0,154,54,100,8,0.3506,46.5000,0,0
33,1954,145,0,0,154,54,100,7,0.3506,56.0000,0,0
33,1955,145,0,0,156,57,97,7,0.3701,40.0000,0,0
33,1956,145,0,0,154,69,85,6,0.4481,28.0000,0,0
33,1957,145,0,0,154,76,76,5,0.5000,22.0000,0,0
33,1958,145,0,0,154,74,79,6,0.4837,17.5000,0,0
33,1959,145,0,0,155,74,80,6,0.4805,19.5000,0,0
33,1960,145,0,0,154,89,65,2,0.5779,7.5000,0,0
33,1961,145,0,0,163,95,67,3,0.5864,14.0000,0,0
33,1962,145,0,0,162,77,85,7,0.4753,19.0000,0,0
33,1963,145,0,0,162,86,76,4,0.5309,18.5000,0,0
33,1964,145,0,0,163,97,65,3,0.5988,1.5000,0,0
33,1965,145,0,0,162,94,68,3,0.5802,8.0000,0,0
33,1966,145,0,0,160,97,63,1,0.6062,0.0000,0,0
33,1967,145,0,0,161,76,85,6,0.4720,15.5000,0,0
33,1968,145,0,0,162,91,71,2,0.5617,11.0000,0,0
33,1969,145,0,0,162,109,53,1,0.6728,0.0000,0,0
33,1970,145,0,0,162,108,54,1,0.6667,0.0000,0,0
33,1971,145,0,0,158,101,57,1,0.6392,0.0000,0,0
33,1972,145,0,0,154,80,74,3,0.5195,5.0000,0,0
33,1973,145,0,0,162,97,65,1,0.5988,0.0000,0,0
33,1974,145,0,0,162,91,71,1,0.5617,0.0000,0,0
33,1975,145,0,0,159,90,69,2,0.5660,4.5000,0,0
33,1976,145,0,0,162,88,74,2,0.5432,10.5000,0,0
33,1977,145,0,0,161,97,64,2,0.6025,2.5000,0,0
33,1978,145,0,0,161,90,71,4,0.5590,9.0000,0,0
33,1979,145,0,0,159,102,57,1,0.6415,0.0000,0,0
33,1980,145,0,0,162,100,62,2,0.6173,3.0000,0,0
33,1981,145,0,0,105,59,46,2,0.5619,1.0000,0,0
33,1982,145,0,0,163,94,68,2,0.5802,1.0000,0,0
33,1983,145,0,0,162,98,64,1,0.6049,0.0000,0,0
33,1984,145,0,0,162,85,77,5,0.5247,19.0000,0,0
33,1985,145,0,0,161,83,78,4,0.5155,16.0000,0,0
33,1986,145,0,0,162,73,89,7,0.4506,22.5000,0,0
33,1987,145,0,0,162,67,95,6,0.4136,31.0000,0,0
33,1988,145,0,0,161,54,107,7,0.3354,34.5000,0,0
33,1989,145,0,0,162,87,75,2,0.5370,2.0000,0,0
33,1990,145,0,0,161,76,85,5,0.4720,11.5000,0,0
33,1991,145,0,0,162,67,95,6,0.4136,24.0000,0,0
33,1992,145,0,0,162,89,73,3,0.5494,7.0000,0,0
33,1993,145,0,0,162,85,77,3,0.5247,10.0000,0,0
33,1994,145,0,0,112,63,49,2,0.5625,6.5000,0,0
33,1995,145,0,0,144,71,73,3,0.4931,15.0000,0,0
33,1996,145,0,0,163,88,74,2,0.5432,4.5000,0,0
33,1997,145,0,0,162,98,64,1,0.6049,0.0000,0,0
33,1998,145,0,0,162,79,83,4,0.4877,35.0000,0,0
33,1999,145,0,0,162,78,84,4,0.4815,20.0000,0,0
33,2000,145,0,0,162,74,88,4,0.4568,13.5000,0,0
33,2001,145,0,0,162,63,98,4,0.3913,32.5000,0,0
33,2002,145,0,0,162,67,95,4,0.4136,36.5000,0,0
33,2003,145,0,0,163,71,91,4,0.4383,30.0000,0,0
33,2004,145,0,0,162,78,84,3,0.4815,23.0000,0,0
33,2005,145,0,0,162,74,88,4,0.4568,21.0000,0,0
33,2006,145,0,0,162,70,92,4,0.4321,27.0000,0,0
33,2007,145,0,0,162,69,93,4,0.4259,27.0000,0,0
33,2008,145,0,0,161,68,93,5,0.4224,28.5000,0,0
33,2009,145,0,0,162,64,98,5,0.3951,39.0000,0,0
33,2010,145,0,0,162,66,96,5,0.4074,30.0000,0,0
33,2011,145,0,0,162,69,93,5,0.4259,28.0000,0,0
33,2012,145,0,0,162,93,69,2,0.5741,2.0000,0,0
33,2013,145,0,0,162,85,77,3,0.5247,12.0000,0,0
33,2014,145,0,0,162,96,66,1,0.5926,0.0000,0,0
33,2015,145,0,0,162,81,81,3,0.5000,12.0000,0,0
33,2016,145,0,0,162,89,73,2,0.5494,4.0000,0,0
33,2017,145,0,0,162,69,93,4,0.4259,33.0000,-2,1000
33,2018,145,0,0,162,84,78,3,0.5185,21.0000,3,1000
33,2019,145,0,0,162,67,95,5,0.4136,26.0000,1,1000
33,2020,145,0,0,162,57,105,5,0.3519,39.0000,-1,1000
33,2021,145,0,0,162,57,105,5,0.3519,33.0000,-4,1000
33,2022,145,0,0,162,63,99,4,0.3889,40.0000,-1,1000
33,2023,145,0,0,161,77,84,3,0.4783,17.5000,-4,1000
33,2024,145,0,0,162,83,79,3,0.5123,10.0000,-3,1000
33,2025,145,0,0,162,96,66,2,0.5926,2.0000,1,1000
33,2026,145,0,0,162,59,103,5,0.3642,39.0000,-2,1000
33,2027,145,0,0,162,72,90,3,0.4444,22.0000,1,1000
33,2028,145,0,0,162,56,106,5,0.3457,40.0000,-5,1000
33,2029,145,0,0,162,37,125,5,0.2284,69.0000,-6,1000
33,2030,145,0,0,162,62,100,5,0.3827,41.0000,-1,1000
33,2031,145,0,0,162,65,97,4,0.4012,35.0000,1,1000
33,2032,145,0,0,162,82,80,2,0.5062,9.0000,-6,1000
33,2033,145,0,0,162,80,82,2,0.4938,5.0000,-3,1000
33,2034,145,0,0,162,78,84,3,0.4815,9.0000,-2,1000
33,2035,145,0,0,162,65,97,5,0.4012,23.0000,-1,1000
33,2036,145,0,0,162,58,104,5,0.3580,42.0000,1,1000
33,2037,145,0,0,162,63,99,5,0.3889,34.0000,2,1000
33,2038,145,0,0,162,77,85,4,0.4753,14.0000,-1,1000
33,2039,145,0,0,162,68,94,4,0.4198,26.0000,-5,1000
34,1901,145,0,0,138,79,57,2,0.5809,4.5000,0,0
34,1902,145,0,0,138,77,60,3,0.5620,6.5000,0,0
34,1903,145,0,0,141,91,47,1,0.6594,0.0000,0,0
34,1904,145,0,0,157,95,59,1,0.6169,0.0000,0,0
34,1905,145,0,0,153,78,74,4,0.5132,11.5000,0,0
34,1906,145,0,0,155,49,105,8,0.3182,44.5000,0,0
34,1907,145,0,0,155,59,90,7,0.3960,34.0000,0,0
34,1908,145,0,0,155,75,79,5,0.4870,14.0000,0,0
34,1909,145,0,0,152,88,63,3,0.5828,7.0000,0,0
34,1910,145,0,0,158,81,72,4,0.5294,22.5000,0,0
34,1911,145,0,0,153,78,75,4,0.5098,23.5000,0,0
34,1912,145,0,0,154,105,47,1,0.6908,0.0000,0,0
34,1913,145,0,0,151,79,71,4,0.5267,16.0000,0,0
34,1914,145,0,0,159,91,62,2,0.5948,8.5000,0,0
34,1915,145,0,0,155,101,50,1,0.6689,0.0000,0,0
34,1916,145,0,0,156,91,63,1,0.5909,0.0000,0,0
34,1917,145,0,0,157,90,62,2,0.5921,10.5000,0,0
34,1918,145,0,0,126,75,51,1,0.5952,0.0000,0,0
34,1919,145,0,0,138,66,71,6,0.4818,21.0000,0,0
34,1920,145,0,0,154,72,81,5,0.4706,26.0000,0,0
34,1921,145,0,0,154,75,79,5,0.4870,23.5000,0,0
34,1922,145,0,0,154,61,93,8,0.3961,33.0000,0,0
34,1923,145,0,0,154,61,91,8,0.4013,38.0000,0,0
34,1924,145,0,0,157,67,87,7,0.4351,25.5000,0,0
34,1925,145,0,0,152,47,105,8,0.3092,49.0000,0,0
34,1926,145,0,0,154,46,107,8,0.3007,44.5000,0,0
34,1927,145,0,0,154,51,103,8,0.3312,58.5000,0,0
34,1928,145,0,0,154,57,96,8,0.3725,44.0000,0,0
34,1929,145,0,0,155,58,96,8,0.3766,48.0000,0,0
34,1930,145,0,0,154,52,102,8,0.3377,50.0000,0,0
34,1931,145,0,0,153,62,90,6,0.4079,45.0000,0,0
34,1932,145,0,0,154,43,111,8,0.2792,63.0000,0,0
34,1933,145,0,0,149,63,86,7,0.4228,34.0000,0,0
34,1934,145,0,0,153,76,76,4,0.5000,24.5000,0,0
34,1935,145,0,0,154,78,75,4,0.5098,16.0000,0,0
34,1936,145,0,0,155,74,80,6,0.4805,28.0000,0,0
34,1937,145,0,0,154,80,72,5,0.5263,20.5000,0,0
34,1938,145,0,0,150,88,61,2,0.5906,7.5000,0,0
34,1939,145,0,0,152,89,62,2,0.5894,17.0000,0,0
34,1940,145,0,0,154,82,72,4,0.5325,7.5000,0,0
34,1941,145,0,0,155,84,70,2,0.5455,16.5000,0,0
34,1942,145,0,0,152,93,59,2,0.6118,9.0000,0,0
34,1943,145,0,0,155,68,84,7,0.4474,30.0000,0,0
34,1944,145,0,0,156,77,77,4,0.5000,13.0000,0,0
34,1945,145,0,0,157,71,83,7,0.4610,18.0000,0,0
34,1946,145,0,0,156,104,50,1,0.6753,0.0000,0,0
34,1947,145,0,0,157,83,71,3,0.5390,15.0000,0,0
34,1948,145,0,0,155,96,59,2,0.6194,0.5000,0,0
34,1949,145,0,0,155,96,58,2,0.6234,1.0000,0,0
34,1950,145,0,0,154,94,60,3,0.6104,3.5000,0,0
34,1951,145,0,0,154,87,67,3,0.5649,11.0000,0,0
34,1952,145,0,0,154,76,78,6,0.4935,19.0000,0,0
34,1953,145,0,0,153,84,69,4,0.5490,16.0000,0,0
34,1954,145,0,0,156,69,85,4,0.4481,42.0000,0,0
34,1955,145,0,0,154,84,70,4,0.5455,12.0000,0,0
34,1956,145,0,0,155,84,70,4,0.5455,13.5000,0,0
34,1957,145,0,0,154,82,72,3,0.5325,16.0000,0,0
34,1958,145,0,0,155,79,75,3,0.5130,13.0000,0,0
34,1959,145,0,0,154,75,79,5,0.4870,18.0000,0,0
34,1960,145,0,0,154,65,89,7,0.4221,31.5000,0,0
34,1961,145,0,0,163,76,86,6,0.4691,33.0000,0,0
34,1962,145,0,0,160,76,84,8,0.4750,19.0000,0,0
34,1963,145,0,0,161,76,85,7,0.4720,28.0000,0,0
34,1964,145,0,0,162,72,90,8,0.4444,26.0000,0,0
34,1965,145,0,0,162,62,100,9,0.3827,40.0000,0,0
34,1966,145,0,0,162,72,90,9,0.4444,26.0000,0,0
34,1967,145,0,0,162,92,70,1,0.5679,0.0000,0,0
34,1968,145,0,0,162,86,76,4,0.5309,16.0000,0,0
34,1969,145,0,0,162,87,75,3,0.5370,22.0000,0,0
34,1970,145,0,0,162,87,75,3,0.5370,21.0000,0,0
34,1971,145,0,0,162,85,77,3,0.5247,18.0000,0,0
34,1972,145,0,0,155,85,70,2,0.5484,0.5000,0,0
34,1973,145,0,0,162,89,73,2,0.5494,8.0000,0,0
