human_manager_id,team_id,year,league_id,sub_league_id,division_id,level_id,split_id,position,g,gs,tc,a,po,e,dp,tp,pb,sba,rto,er,ip,ipf,pct,range,rtop,cera
66,58,2034,145,0,2,1,0,0,0,1610,5783,1403,4322,58,404,0,13,121,34,0,12966,0,0.9900,3.9739,0.2810,0.0000
66,58,2035,145,0,2,1,0,0,0,1610,5787,1387,4307,93,352,0,16,97,35,0,12924,0,0.9839,3.9652,0.3608,0.0000
66,58,2036,145,0,2,1,0,0,0,1610,5851,1408,4360,83,386,0,11,132,24,0,13083,0,0.9858,3.9679,0.1818,0.0000
66,58,2037,145,0,2,1,0,0,0,1620,5835,1472,4288,75,451,0,16,102,23,0,12864,0,0.9871,4.0299,0.2255,0.0000
66,58,2038,145,0,2,1,0,0,0,1620,5981,1551,4334,96,513,0,7,90,24,0,13002,0,0.9839,4.0736,0.2667,0.0000
66,58,2039,145,0,2,1,0,0,0,1630,5929,1510,4336,83,471,0,19,68,21,0,13008,0,0.9860,4.0447,0.3088,0.0000
66,58,2040,145,0,2,1,0,6,0,850,3108,758,2309,41,236,0,4,92,30,0,6927,0,0.9868,3.9848,0.3261,0.0000
67,53,2031,145,0,2,1,0,0,0,1610,5925,1530,4308,87,429,0,22,106,32,0,12924,0,0.9853,4.0655,0.3019,0.0000
67,53,2032,145,0,2,1,0,0,0,1610,5834,1444,4300,90,430,0,9,116,36,0,12900,0,0.9846,4.0074,0.3103,0.0000
67,53,2033,145,0,2,1,0,0,0,1610,5831,1479,4281,71,409,0,13,119,21,0,12843,0,0.9878,4.0364,0.1765,0.0000
67,53,2034,145,0,2,1,0,0,0,1610,5905,1541,4298,66,361,3,12,123,32,0,12894,0,0.9888,4.0756,0.2602,0.0000
67,53,2035,145,0,2,1,0,0,0,1610,5832,1409,4349,74,402,0,17,84,26,0,13047,0,0.9873,3.9719,0.3095,0.0000
67,53,2036,145,0,2,1,0,0,0,1610,5822,1336,4398,88,399,0,21,100,28,0,13194,0,0.9849,3.9113,0.2800,0.0000
67,53,2037,145,0,2,1,0,0,0,1620,5825,1378,4375,72,333,0,11,79,20,0,13125,0,0.9876,3.9449,0.2532,0.0000
67,53,2038,145,0,2,1,0,0,0,1620,5689,1292,4329,68,304,0,10,96,21,0,12987,0,0.9880,3.8954,0.2188,0.0000
67,53,2039,145,0,2,1,0,0,0,1620,5747,1297,4377,73,315,0,9,68,12,0,13131,0,0.9873,3.8890,0.1765,0.0000
67,53,2040,145,0,2,1,0,9,0,220,808,191,603,14,38,0,1,28,8,0,1809,0,0.9827,3.9502,0.2857,0.0000
68,45,2030,145,1,2,1,0,0,0,1468,5779,1344,4350,85,243,0,11,121,34,0,13053,0,0.9853,3.9260,0.2810,0.0000
70,45,2031,145,1,2,1,0,0,0,1468,5923,1429,4409,85,379,0,18,81,20,0,13227,0,0.9856,3.9723,0.2469,0.0000
70,45,2032,145,1,2,1,0,0,0,1468,5885,1451,4366,68,396,0,14,79,26,0,13098,0,0.9884,3.9970,0.3291,0.0000
71,52,2032,145,1,1,1,0,0,0,1468,5911,1519,4297,95,402,0,14,124,24,0,12891,0,0.9839,4.0605,0.1935,0.0000
71,52,2033,145,1,1,1,0,0,0,1468,6068,1645,4333,90,512,0,8,142,42,0,12999,0,0.9852,4.1389,0.2958,0.0000
71,52,2034,145,1,1,1,0,0,0,1468,6053,1714,4264,75,554,0,13,119,38,0,12792,0,0.9876,4.2059,0.3193,0.0000
71,52,2035,145,1,1,1,0,0,0,1468,6142,1655,4406,81,362,0,15,113,31,0,13221,0,0.9868,4.1259,0.2743,0.0000
71,52,2036,145,1,1,1,0,0,0,1468,6020,1573,4353,94,386,0,6,125,40,0,13059,0,0.9844,4.0841,0.3200,0.0000
71,52,2037,145,1,1,1,0,0,0,1620,5900,1444,4387,69,268,0,16,153,49,0,13161,0,0.9883,3.9875,0.3203,0.0000
71,52,2038,145,1,1,1,0,0,0,1630,5818,1382,4359,77,294,0,17,99,32,0,13077,0,0.9868,3.9511,0.3232,0.0000
71,52,2039,145,1,1,1,0,0,0,1620,5939,1477,4396,66,344,0,16,80,18,0,13188,0,0.9889,4.0080,0.2250,0.0000
71,52,2040,145,1,1,1,0,9,0,840,3009,703,2274,32,158,0,5,94,24,0,6822,0,0.9894,3.9274,0.2553,0.0000
72,57,2032,145,0,0,1,0,0,0,1610,5910,1453,4368,89,453,3,14,106,38,0,13104,0,0.9849,3.9979,0.3585,0.0000
72,57,2033,145,0,0,1,0,0,0,1610,5868,1469,4308,91,331,0,11,118,24,0,12927,0,0.9845,4.0220,0.2034,0.0000
72,57,2034,145,0,0,1,0,0,0,1610,5688,1326,4287,75,389,0,15,93,22,0,12861,0,0.9868,3.9279,0.2366,0.0000
72,57,2035,145,0,0,1,0,0,0,1610,5712,1331,4303,78,325,0,14,93,23,0,12909,0,0.9863,3.9280,0.2473,0.0000
72,57,2036,145,0,0,1,0,0,0,1610,5757,1333,4346,78,359,0,4,107,25,0,13041,0,0.9865,3.9193,0.2336,0.0000
72,57,2037,145,0,0,1,0,0,0,1620,5849,1379,4384,86,421,3,10,109,26,0,13152,0,0.9853,3.9437,0.2385,0.0000
72,57,2038,145,0,0,1,0,0,0,1620,5776,1371,4335,70,358,0,19,94,19,0,13005,0,0.9879,3.9488,0.2021,0.0000
72,57,2039,145,0,0,1,0,0,0,1620,5791,1363,4352,76,426,0,9,74,17,0,13056,0,0.9869,3.9396,0.2297,0.0000
72,57,2040,145,0,0,1,0,9,0,830,2880,651,2189,40,200,0,6,78,16,0,6567,0,0.9861,3.8922,0.2051,0.0000
73,45,2033,145,1,2,1,0,0,0,671,2719,678,1999,42,209,0,9,39,15,0,6000,0,0.9846,4.0155,0.3846,0.0000
74,37,2034,145,1,1,1,0,0,0,1468,6036,1628,4311,97,489,0,10,116,33,0,12933,0,0.9839,4.1329,0.2845,0.0000
74,37,2035,145,1,1,1,0,0,0,1468,5976,1486,4395,95,348,0,14,111,24,0,13185,0,0.9841,4.0143,0.2162,0.0000
74,37,2036,145,1,1,1,0,0,0,1468,5855,1418,4350,87,325,0,18,111,31,0,13050,0,0.9851,3.9779,0.2793,0.0000
74,37,2037,145,1,1,1,0,0,0,1620,5791,1392,4310,89,347,0,15,140,31,0,12930,0,0.9846,3.9689,0.2214,0.0000
74,37,2038,145,1,1,1,0,0,0,1630,5872,1412,4378,82,315,0,10,110,26,0,13137,0,0.9860,3.9667,0.2364,0.0000
74,37,2039,145,1,1,1,0,0,0,1620,5768,1360,4326,82,306,0,10,123,37,0,12978,0,0.9858,3.9431,0.3008,0.0000
74,37,2040,145,1,1,1,0,3,0,840,3110,788,2277,45,152,0,8,120,46,0,6831,0,0.9855,4.0382,0.3833,0.0000
75,37,2033,145,1,1,1,0,0,0,602,2500,667,1792,41,189,0,5,64,11,0,5376,0,0.9836,4.1166,0.1719,0.0000
76,34,2037,145,0,0,1,0,0,0,1120,4047,951,3052,44,241,0,6,86,22,0,9156,0,0.9891,3.9348,0.2558,0.0000
76,34,2038,145,0,0,1,0,0,0,1620,5766,1347,4342,77,297,0,11,92,26,0,13026,0,0.9866,3.9307,0.2826,0.0000
76,34,2039,145,0,0,1,0,0,0,1640,5895,1379,4436,80,390,0,12,111,36,0,13308,0,0.9864,3.9326,0.3243,0.0000
76,34,2040,145,0,0,1,0,8,0,850,2991,689,2253,49,179,0,8,110,32,0,6759,0,0.9836,3.9174,0.2909,0.0000
77,60,2039,145,1,0,1,0,0,0,1430,5220,1326,3822,72,373,0,13,111,37,0,11466,0,0.9862,4.0408,0.3333,0.0000
77,60,2040,145,1,0,1,0,7,0,820,2974,744,2189,41,202,0,9,108,36,0,6567,0,0.9862,4.0196,0.3333,0.0000
78,33,2040,145,0,0,1,0,9,0,560,1999,490,1479,30,98,0,7,68,12,0,4437,0,0.9850,3.9939,0.1765,0.0000
