team_id,year,league_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
174,2040,147,2,1,1583,391,1777,749,486,346,275,156,285,262,442,309,6688,2,75,75,20,24,0,332,94,7,14,11,49,5,2,1,23,15,0,26,23,0,0,0,1,1,56,21,0,15.0970,0.3070,0.3716,0.4732,0.8448,11.1677,7.9506,1.1260,3.5847,0.0133,0.0000,0.3067,0.4545,3.6667,0.0000,0.0000,0.0000,6.0204,89.1733,0.0000,1.6391,0.5885,2.2179,0.3636
175,2040,147,2,1,1508,378,1661,651,429,436,280,119,239,220,362,275,6498,2,74,74,23,20,0,290,93,3,13,9,37,6,1,0,15,17,0,19,21,0,0,0,0,0,50,21,0,13.4287,0.2845,0.3410,0.4317,0.7727,10.1963,10.3627,0.8794,2.8283,0.0000,0.0000,0.2838,0.5349,3.7838,0.0000,0.0000,0.0000,5.2289,87.8108,0.0000,1.4472,0.5683,3.6639,0.3740
176,2040,146,2,1,1660,411,1833,679,480,387,237,137,224,199,488,293,6877,0,75,75,29,22,0,345,101,3,8,4,30,3,1,5,21,24,0,25,32,0,0,0,0,0,42,24,0,14.0365,0.2892,0.3505,0.4090,0.7595,10.5109,8.4745,0.6569,3.0000,0.0000,0.0000,0.4267,0.5686,3.1600,0.0000,0.0000,0.0000,4.3577,91.6933,0.0000,1.5012,0.6248,2.8248,0.3597
177,2040,147,2,1,1604,402,1803,765,471,379,307,150,262,240,429,327,6844,2,75,75,22,21,0,303,99,9,13,12,57,5,0,0,29,27,0,25,25,0,0,0,0,0,59,21,0,14.4834,0.2936,0.3612,0.4769,0.8381,10.5273,8.4710,1.2740,3.3526,0.0000,0.0000,0.3333,0.5116,4.0933,0.0000,0.0000,0.0000,5.3642,91.2533,0.0000,1.5422,0.5675,2.5267,0.3506
178,2040,147,2,1,1402,348,1634,646,430,336,269,183,234,209,331,310,6210,2,75,75,19,19,0,304,76,5,18,10,40,2,1,17,17,25,0,30,7,0,0,0,0,0,31,17,0,16.4685,0.3067,0.3919,0.4608,0.8527,11.0994,8.6730,1.0325,4.7237,0.0000,0.0000,0.0933,0.5000,3.5867,0.0000,0.0000,0.0000,5.3948,82.8000,0.0000,1.7581,0.5164,1.8361,0.3736
179,2040,147,2,1,1409,338,1595,695,466,274,241,149,262,248,388,280,5935,2,74,74,15,31,0,318,102,2,12,11,35,2,1,0,22,22,0,30,10,0,0,0,0,0,47,19,0,16.9281,0.3307,0.4001,0.4933,0.8934,12.3839,7.2815,0.9301,3.9596,0.0000,0.0000,0.1351,0.3261,3.2568,0.0000,0.0000,0.0000,6.5906,80.2027,0.0000,1.8159,0.5808,1.8389,0.3876
180,2040,147,2,1,1649,391,1848,792,520,334,254,151,291,262,466,326,6852,1,75,75,16,26,0,363,92,8,15,15,50,2,1,17,11,24,0,17,17,0,0,0,1,0,32,15,0,15.9838,0.3153,0.3779,0.4803,0.8582,11.9591,7.6814,1.1499,3.4727,0.0133,0.0000,0.2267,0.3810,3.3867,0.0000,0.0000,0.0000,6.0256,91.3600,0.0000,1.7147,0.5884,2.2119,0.3672
181,2040,147,2,1,1692,411,1852,840,521,378,217,132,281,264,481,306,7049,0,75,75,21,27,0,335,113,6,6,13,60,3,1,6,17,15,0,29,29,0,0,0,1,1,46,21,0,14.6277,0.3079,0.3621,0.4965,0.8585,11.4088,8.2774,1.3139,2.8905,0.0133,0.0000,0.3867,0.4375,2.8933,0.0000,0.0000,0.0000,5.7810,93.9867,0.0000,1.5888,0.6112,2.8636,0.3659
182,2040,147,2,1,1693,411,1892,817,517,451,284,155,285,261,443,283,7334,2,75,75,24,23,0,332,121,14,8,13,51,4,0,1,25,22,0,26,21,0,0,0,0,0,40,9,0,15.1725,0.3054,0.3695,0.4826,0.8521,11.3028,9.8599,1.1150,3.3887,0.0000,0.0000,0.2800,0.5106,3.7867,0.0000,0.0000,0.0000,5.7061,97.7867,0.0000,1.6324,0.6102,2.9097,0.3887
183,2040,147,2,1,1480,363,1714,676,447,353,267,202,287,268,401,278,6671,2,75,75,25,28,0,309,86,5,13,13,39,1,0,0,32,14,0,23,19,0,0,0,1,0,77,22,0,16.4079,0.3020,0.3879,0.4568,0.8447,11.0623,8.7360,0.9652,4.9991,0.0133,0.0000,0.2533,0.4717,3.5600,0.0000,0.0000,0.0000,6.6324,88.9467,0.0000,1.7846,0.5906,1.7475,0.3706
184,2040,147,2,1,1528,367,1728,790,506,339,225,156,294,269,400,286,6647,2,75,75,12,31,0,336,106,10,13,14,50,2,1,0,22,20,0,30,20,0,0,0,0,0,31,18,0,16.6945,0.3312,0.3972,0.5170,0.9142,12.3862,8.2983,1.2239,3.8187,0.0000,0.0000,0.2667,0.2791,3.0000,0.0000,0.0000,0.0000,6.5848,88.6267,0.0000,1.8005,0.5831,2.1731,0.3958
