player_id,team_id,league_id,position,role,uniform_number,playing_level,is_active,is_on_secondary,is_on_dl,is_on_dl60,must_be_active,just_signed,was_on_active,was_on_secondary,was_on_dl,mlb_service_years,secondary_service_years,pro_service_years,mlb_service_days,secondary_service_days,pro_service_days,mlb_service_days_this_year,secondary_service_days_this_year,pro_service_days_this_year,dl_days_this_year,years_protected_from_rule_5,is_on_waivers,designated_for_assignment,irrevocable_waivers,days_on_waivers,days_on_waivers_left,days_on_dfa_left,claimed_team_id,last_day_on_waivers,options_used,option_used_this_year,has_received_arbitration,was_traded,trade_status
74,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,205,149,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,715,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
79,59,-145,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,322,160,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,688,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
90,193,148,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
93,273,154,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1243,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
94,303,158,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,650,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
96,57,145,1,12,0,0,1,1,0,0,0,0,0,0,0,0,2,7,56,404,1356,56,60,60,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
97,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,333,161,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
101,174,147,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1953,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
102,32,-145,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
105,43,145,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,60,60,1288,60,60,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
107,597,172,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1284,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1898,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
111,50,-145,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,325,160,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1164,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
119,33,-145,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,268,155,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1399,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,845,101,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
135,319,160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,328,160,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2861,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
146,218,151,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1154,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,229,152,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1326,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
149,238,153,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,715,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
156,745,160,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
157,218,151,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1399,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,745,160,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
160,180,147,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10,172,232,1924,0,60,60,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0
162,318,160,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1141,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,756,152,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,172,344,1769,0,0,60,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
165,40,145,2,0,0,0,1,1,0,0,0,0,0,0,0,2,3,10,369,576,1986,60,60,60,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0
166,584,172,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,521,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
168,847,101,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
169,408,160,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
170,280,156,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
173,237,153,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,60,1207,0,60,60,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0
174,243,153,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,325,160,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
177,213,150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1986,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
178,745,160,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
179,315,159,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
181,180,147,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,3,66,238,621,0,0,60,0,4,0,0,1,17,0,0,0,0,1,0,0,0,0
187,324,160,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,659,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
188,219,151,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,715,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1789,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1415,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
195,745,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
196,328,160,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,650,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
197,319,160,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1399,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
199,267,154,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2594,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
200,44,145,5,0,0,0,1,1,0,0,0,0,0,0,0,10,10,15,1780,1780,2883,60,60,60,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
201,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,253,154,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2560,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
210,314,159,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,660,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1339,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
214,745,160,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
215,745,160,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
216,266,155,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1953,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
217,314,159,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1255,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
219,232,152,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,715,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
220,403,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1243,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
221,303,158,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,169,146,4,0,0,0,0,1,0,0,0,0,0,0,0,2,3,10,344,618,1913,0,50,55,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
225,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,889,102,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
227,213,150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1989,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
228,277,156,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,521,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
229,50,-145,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,282,0,0,61,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,736,159,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
232,361,159,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,715,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
234,310,159,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
235,295,157,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
236,236,153,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,715,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
239,340,161,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,521,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
242,745,160,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,237,153,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1399,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,486,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1339,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
264,756,152,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
265,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,909,103,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
270,847,101,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
274,38,145,6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,107,232,1243,60,60,60,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0
275,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,303,158,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,521,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
278,38,-145,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
280,847,101,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1339,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
282,745,160,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
283,745,160,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
289,176,146,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1149,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
292,745,160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
293,326,160,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,521,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
296,889,102,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
298,745,160,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
300,262,155,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
303,261,155,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,521,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
304,590,172,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,688,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,847,101,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
307,186,147,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1475,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,403,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,343,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
310,323,160,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,521,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
312,191,148,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1288,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
314,176,146,5,0,0,0,0,1,0,0,0,0,0,0,0,5,5,10,888,920,1972,28,60,60,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0
