human_manager_id,team_id,year,league_id,sub_league_id,division_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,cera,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
16,49,2021,145,1,0,1,0,5475,1440,6014,2232,1373,1327,471,398,665,619,1627,1178,22359,2,560,162,85,77,54,891,278,52,38,31,173,6,1,35,40,50,159,118,85,76,19,398,3,0,78,29,60,11.3760,0.2508,0.3055,0.4077,0.7132,8.5773,8.2899,1.0807,2.4863,0.0185,'',0.0000,0.5247,0.5247,2.9074,0.7397,0.2500,0.3995,3.8670,39.9268,0.0000,1.2293,0.5800,3.3342,0.2990
16,49,2022,145,1,0,1,0,5594,1471,6119,2239,1383,1368,444,403,684,641,1683,1180,22529,2,604,162,81,81,45,895,290,51,33,28,170,7,0,28,52,38,159,122,83,73,27,442,3,1,69,26,64,11.1547,0.2472,0.3006,0.4003,0.7008,8.4578,8.3660,1.0396,2.4646,0.0185,'',0.0000,0.5123,0.5000,2.7407,0.6250,0.3699,0.3597,3.9200,37.2997,0.0000,1.2136,0.5878,3.3945,0.2966
16,49,2023,145,1,0,1,1,5538,1442,6135,2347,1422,1233,353,459,734,691,1559,1352,22615,2,674,162,68,94,35,911,290,53,34,28,193,2,0,34,54,51,157,122,67,56,21,512,5,1,86,30,54,12.0527,0.2568,0.3177,0.4238,0.7415,8.8711,7.6920,1.2040,2.8634,0.0309,'',0.0000,0.4136,0.4198,2.1790,0.6250,0.3750,0.3066,4.3108,33.5534,0.0000,1.3038,0.5356,2.6863,0.2964
16,49,2024,145,1,0,1,1,5634,1447,6414,2458,1504,1177,391,621,873,825,1555,1424,23936,2,719,162,61,101,41,976,296,52,48,38,194,6,0,32,54,59,160,125,47,65,23,557,2,0,121,31,63,13.5777,0.2670,0.3433,0.4363,0.7796,9.3502,7.3173,1.2061,3.8607,0.0123,'',0.0000,0.2901,0.3765,2.4136,0.6406,0.3538,0.2873,5.1289,33.2907,0.0000,1.4679,0.5220,1.8953,0.3039
16,49,2025,145,1,0,1,1,5720,1438,6483,2583,1611,1180,397,626,950,870,1467,1478,24131,0,711,162,50,112,27,1085,293,58,40,20,213,2,1,34,81,38,161,109,48,52,23,549,1,0,99,34,62,14.2385,0.2816,0.3541,0.4516,0.8057,10.0828,7.3853,1.3331,3.9179,0.0062,'',0.0000,0.2963,0.3086,2.4506,0.5400,0.4423,0.2933,5.4451,33.9395,0.0000,1.5556,0.4981,1.8850,0.3201
16,49,2026,145,1,0,1,1,1726,441,1961,753,473,344,114,194,249,226,469,444,7230,1,208,50,16,34,9,313,93,15,12,14,53,0,0,3,23,14,50,45,21,17,8,158,0,0,28,9,28,13.8875,0.2740,0.3499,0.4363,0.7862,9.6458,7.0151,1.0808,3.9562,0.0000,'',0.0000,0.4200,0.3200,2.2800,0.5294,0.4706,0.3165,4.6088,34.7596,0.0000,1.5113,0.5137,1.7732,0.3132
17,51,2017,145,1,0,1,0,5652,1442,6244,2460,1503,1257,468,460,794,731,1602,1293,23183,2,615,162,73,89,38,958,322,43,27,34,189,1,2,30,70,60,160,96,71,53,14,453,2,2,114,43,49,12.6204,0.2659,0.3263,0.4352,0.7616,9.3764,7.8417,1.1791,2.8697,0.0123,'',0.0000,0.4383,0.4506,2.8889,0.7308,0.2642,0.3532,4.5603,37.6959,0.0000,1.3607,0.5534,2.7326,0.3104
17,51,2018,145,1,0,1,0,5715,1448,6357,2535,1566,1208,426,491,825,760,1626,1319,22999,2,660,162,62,100,31,1016,328,50,37,25,197,2,1,49,53,63,157,126,67,47,16,498,5,1,83,19,59,13.1707,0.2740,0.3362,0.4436,0.7798,9.7289,7.5048,1.2239,3.0504,0.0309,'',0.0000,0.4136,0.3827,2.6296,0.6596,0.3404,0.3153,4.7216,34.8470,0.0000,1.4199,0.5521,2.4603,0.3149
17,51,2019,145,1,0,1,0,5619,1435,6274,2527,1529,1163,531,519,829,767,1656,1291,22735,0,588,162,82,80,47,976,310,48,49,41,202,9,1,40,65,38,160,129,80,70,23,426,2,0,68,28,65,13.0829,0.2721,0.3351,0.4497,0.7848,9.5895,7.2941,1.2669,3.2551,0.0123,'',0.0000,0.4938,0.5062,3.2778,0.6714,0.3286,0.3756,4.8105,38.6650,0.0000,1.4272,0.5619,2.2408,0.3084
17,51,2020,145,1,0,1,0,5589,1467,6258,2088,1379,1376,566,515,681,619,1711,1133,23210,2,583,162,94,68,39,962,258,65,31,26,133,3,2,38,57,56,155,120,94,66,25,421,7,4,58,32,68,11.9578,0.2467,0.3150,0.3736,0.6886,8.4563,8.4379,0.8156,3.1581,0.0432,'',0.0000,0.5802,0.5802,3.4938,0.6094,0.3788,0.3682,3.7958,39.8113,0.0000,1.2905,0.6016,2.6718,0.3031
17,51,2021,145,1,0,1,0,5571,1472,6117,2240,1377,1317,638,399,674,627,1677,1237,22409,1,534,162,95,67,43,906,264,65,32,22,185,5,4,22,50,46,147,100,91,66,21,372,15,8,90,45,52,11.1374,0.2472,0.3013,0.4021,0.7033,8.4173,8.0505,1.1309,2.4390,0.0926,'',0.0000,0.5617,0.5864,3.9383,0.6719,0.3182,0.3952,3.8327,41.9644,0.0000,1.2062,0.5755,3.3008,0.2907
17,51,2022,145,1,0,1,0,5558,1479,6140,2153,1352,1474,562,464,616,574,1656,1094,23095,2,552,162,96,66,46,910,249,47,31,27,166,4,2,32,48,38,154,133,85,67,18,390,8,4,110,37,51,11.2769,0.2433,0.3044,0.3874,0.6918,8.2235,8.9655,1.0097,2.8223,0.0494,'',0.0000,0.5247,0.5926,3.4691,0.7188,0.2687,0.3949,3.4913,41.8388,0.0000,1.2273,0.6022,3.1767,0.3003
17,51,2023,145,1,0,1,1,5470,1448,6068,2248,1308,1562,601,481,679,647,1430,1185,23136,1,688,162,103,59,56,818,255,43,21,20,215,1,2,15,34,51,162,114,72,86,27,526,0,0,90,30,99,11.4338,0.2391,0.3055,0.4110,0.7165,8.1280,9.7063,1.3360,2.9890,0.0000,'',0.0000,0.4444,0.6358,3.7099,0.6747,0.3140,0.3080,4.0205,33.6279,0.0000,1.2352,0.5468,3.2474,0.2943
17,51,2024,145,1,0,1,1,5425,1470,5983,2008,1204,1617,625,439,593,559,1396,1219,22937,1,629,162,110,52,59,785,220,43,27,13,186,3,1,13,54,48,159,111,99,85,20,467,3,3,79,36,103,10.3507,0.2219,0.2847,0.3701,0.6549,7.3698,9.8978,1.1385,2.6871,0.0185,'',0.0000,0.6111,0.6790,3.8580,0.7468,0.2353,0.3405,3.4217,36.4658,0.0000,1.1174,0.5338,3.6834,0.2790
17,51,2025,145,1,0,1,1,5517,1457,6116,2246,1344,1566,613,462,675,647,1421,1224,23154,1,645,162,100,62,50,866,251,53,31,30,197,0,1,20,40,52,160,105,88,74,24,483,2,0,88,34,87,11.4744,0.2436,0.3065,0.4071,0.7136,8.3001,9.6711,1.2166,2.8532,0.0123,'',0.0000,0.5432,0.6173,3.7840,0.6757,0.3243,0.3313,3.9957,35.8977,0.0000,1.2392,0.5372,3.3896,0.3030
17,51,2026,145,1,0,1,1,5476,1448,6018,2178,1331,1498,713,429,672,632,1429,1231,22782,1,654,162,106,56,49,854,280,43,28,24,173,5,1,11,49,41,153,129,85,72,23,492,9,1,90,29,101,11.1915,0.2431,0.3015,0.3977,0.6992,8.2709,9.3086,1.0750,2.6658,0.0556,'',0.0000,0.5247,0.6543,4.4012,0.6806,0.3194,0.3110,3.9273,34.8349,0.0000,1.2152,0.5372,3.4918,0.3021
17,51,2027,145,1,0,1,1,5500,1466,6090,2103,1317,1465,599,458,624,586,1463,1286,23111,2,629,162,105,57,51,875,255,49,33,30,157,7,1,18,60,49,157,124,90,76,24,467,5,1,78,34,88,11.1927,0.2395,0.3020,0.3824,0.6844,8.0816,8.9898,0.9634,2.8105,0.0309,'',0.0000,0.5556,0.6481,3.6975,0.6800,0.3158,0.3362,3.5959,36.7424,0.0000,1.2102,0.5322,3.1987,0.2966
17,51,2028,145,1,0,1,1,5404,1457,5948,1979,1212,1470,578,413,580,541,1462,1277,21964,1,612,162,104,58,49,784,244,39,35,29,155,1,0,19,42,57,159,106,92,69,17,450,3,1,71,33,79,10.3875,0.2243,0.2847,0.3662,0.6509,7.4849,9.0782,0.9572,2.5505,0.0185,'',0.0000,0.5679,0.6420,3.5679,0.7424,0.2464,0.3533,3.3410,35.8889,0.0000,1.1151,0.5338,3.5593,0.2771
17,51,2029,145,1,0,1,1,5361,1462,5945,1952,1156,1561,501,415,546,515,1347,1339,22513,0,629,162,102,60,49,738,215,56,42,28,175,4,2,19,63,69,161,102,73,68,19,467,1,1,79,27,90,10.0958,0.2156,0.2786,0.3641,0.6427,7.1163,9.6094,1.0773,2.5547,0.0062,'',0.0000,0.4506,0.6296,3.0926,0.7206,0.2794,0.3448,3.1703,35.7917,0.0000,1.0746,0.5015,3.7614,0.2675
17,51,2030,145,1,0,1,1,5356,1456,5949,1968,1182,1549,437,442,543,511,1380,1267,22514,2,711,162,98,64,45,752,241,38,28,22,167,4,2,23,64,83,160,113,60,77,31,549,2,1,85,39,114,10.5467,0.2207,0.2889,0.3674,0.6563,7.3030,9.5705,1.0318,2.7309,0.0123,'',0.0000,0.3704,0.6049,2.6975,0.5921,0.4026,0.2914,3.1572,31.6653,0.0000,1.1149,0.5213,3.5045,0.2767
17,51,2031,145,1,0,1,1,5384,1459,6025,1949,1198,1458,560,463,563,528,1407,1354,22822,0,599,162,100,62,56,766,262,52,40,21,149,5,0,25,59,86,160,106,89,70,11,437,2,1,58,37,79,10.7766,0.2225,0.2925,0.3620,0.6545,7.3900,8.9938,0.9191,2.8561,0.0123,'',0.0000,0.5494,0.6173,3.4568,0.8358,0.1571,0.3661,3.2570,38.1002,0.0000,1.1385,0.5096,3.1490,0.2748
17,51,2032,145,1,0,1,1,5458,1467,6094,2146,1271,1408,468,474,664,630,1455,1352,22911,0,635,162,90,72,58,785,272,45,38,39,175,8,1,26,69,78,160,128,88,79,20,473,2,1,65,28,66,11.1840,0.2329,0.3014,0.3932,0.6946,7.7975,8.6380,1.0736,2.9080,0.0123,'',0.0000,0.5432,0.5556,2.8889,0.7436,0.2532,0.3383,3.8650,36.0803,0.0000,1.1895,0.5183,2.9705,0.2801
17,51,2033,145,1,0,1,1,5498,1472,6088,2142,1234,1410,489,444,624,574,1410,1452,22541,2,592,162,88,74,45,745,264,45,41,31,194,3,2,7,46,58,161,99,87,69,23,430,1,0,70,25,49,10.6093,0.2244,0.2874,0.3896,0.6770,7.5414,8.6170,1.1856,2.7134,0.0062,'',0.0000,0.5370,0.5432,3.0185,0.6618,0.3333,0.3744,3.5079,38.0760,0.0000,1.1394,0.4927,3.1757,0.2643
17,51,2034,145,1,0,1,1,5546,1449,6161,2451,1378,1452,646,468,744,693,1468,1259,23005,1,638,162,98,64,48,837,261,56,37,28,252,8,3,10,54,51,158,127,72,73,24,476,4,2,76,25,65,11.7799,0.2485,0.3109,0.4419,0.7528,8.5570,9.0166,1.5649,2.9062,0.0247,'',0.0000,0.4444,0.6049,3.9877,0.6667,0.3288,0.3319,4.3034,36.0580,0.0000,1.2737,0.5383,3.1026,0.2903
17,51,2035,145,1,0,1,1,5603,1456,6129,2477,1397,1588,623,414,708,659,1350,1269,23111,2,602,162,99,63,54,846,273,35,34,27,251,0,1,9,56,42,160,104,75,86,27,440,2,0,87,28,72,11.4487,0.2493,0.3041,0.4421,0.7462,8.6314,9.8114,1.5508,2.5579,0.0123,'',0.0000,0.4630,0.6111,3.8457,0.6667,0.3140,0.3636,4.0716,38.3904,0.0000,1.2432,0.5155,3.8357,0.3017
17,51,2036,145,1,0,1,1,5534,1450,6076,2362,1344,1624,663,409,732,670,1352,1218,22901,1,589,162,102,60,46,810,283,51,32,18,233,1,2,6,42,48,159,97,77,73,24,427,3,2,67,35,66,11.1761,0.2429,0.2990,0.4268,0.7258,8.3402,10.0777,1.4459,2.5380,0.0185,'',0.0000,0.4753,0.6296,4.0926,0.6571,0.3288,0.3724,4.1577,38.8812,0.0000,1.2087,0.5261,3.9707,0.2995
17,51,2037,145,1,0,1,1,5612,1463,6096,2516,1371,1509,637,374,768,721,1427,1284,22753,1,549,162,108,54,59,817,241,13,32,35,278,4,0,5,52,65,160,116,79,77,14,387,2,1,62,32,36,11.1321,0.2443,0.2976,0.4483,0.7459,8.4321,9.2809,1.7098,2.3002,0.0123,'',0.0000,0.4877,0.6667,3.9321,0.8082,0.1818,0.4134,4.4344,41.4444,0.0000,1.1925,0.5264,4.0348,0.2834
17,51,2038,145,1,0,1,1,5575,1448,6133,2512,1393,1553,624,453,744,707,1350,1270,23130,1,532,162,98,64,54,826,278,22,33,26,263,3,1,6,53,49,160,116,71,91,28,370,2,2,82,29,50,11.7756,0.2499,0.3101,0.4506,0.7607,8.6562,9.6504,1.6343,2.8150,0.0123,'',0.0000,0.4383,0.6049,3.8519,0.6585,0.3077,0.4324,4.3933,43.4774,0.0000,1.2746,0.5153,3.4283,0.2980
17,51,2039,145,1,0,1,1,5554,1445,6188,2481,1374,1632,488,537,802,756,1250,1282,23809,0,666,162,88,74,48,834,244,18,32,25,271,4,0,7,67,47,162,113,49,76,27,504,0,0,60,35,87,12.1952,0.2474,0.3173,0.4467,0.7640,8.5578,10.1647,1.6879,3.3446,0.0000,'',0.0000,0.3025,0.5432,3.0123,0.6400,0.3553,0.3214,4.7087,35.7492,0.0000,1.3225,0.4937,3.0391,0.2995
17,51,2040,145,1,0,1,1,1828,473,2003,738,458,461,192,142,214,190,453,445,7614,0,214,53,32,21,13,292,105,6,10,8,53,2,0,2,15,17,53,39,19,16,3,161,0,0,32,11,20,11.7400,0.2505,0.3090,0.4037,0.7127,8.7146,8.7717,1.0085,2.7019,0.0000,'',0.0000,0.3585,0.6038,3.6226,0.8125,0.1875,0.3292,3.6152,35.5794,0.0000,1.2685,0.5045,3.2465,0.3059
18,53,2017,145,1,2,1,0,5663,1464,6454,2431,1526,1230,380,638,813,759,1717,1237,23824,1,662,162,70,92,38,1008,308,52,43,33,177,8,1,45,79,57,158,135,79,53,15,500,4,2,97,30,52,13.6506,0.2695,0.3470,0.4293,0.7763,9.3790,7.5598,1.0879,3.9212,0.0247,'',0.0000,0.4877,0.4321,2.3457,0.7170,0.2830,0.3160,4.6649,35.9879,0.0000,1.4778,0.5812,1.9279,0.3138
18,53,2018,145,1,2,1,0,5565,1441,6336,2371,1481,1191,408,616,807,749,1679,1246,23328,0,640,162,63,99,32,986,281,55,39,33,181,7,2,45,46,59,159,144,71,43,10,478,3,1,79,23,46,13.4656,0.2661,0.3434,0.4261,0.7694,9.2498,7.4386,1.1305,3.8473,0.0185,'',0.0000,0.4383,0.3889,2.5185,0.7619,0.2326,0.3326,4.6780,36.4500,0.0000,1.4552,0.5740,1.9334,0.3072
19,56,2017,145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,'',0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19,46,2017,145,1,1,1,0,5634,1475,6413,2375,1432,1308,599,650,762,702,1674,1240,23719,1,629,162,84,78,42,934,263,54,34,25,210,4,0,107,62,41,157,128,92,63,21,467,5,2,83,37,52,12.9510,0.2542,0.3339,0.4215,0.7554,8.7357,7.9792,1.2811,3.9652,0.0309,'',0.0000,0.5679,0.5185,3.6975,0.6667,0.3333,0.3362,4.2824,37.7091,0.0000,1.4112,0.5745,2.0123,0.2945
19,46,2018,145,1,1,1,0,5532,1468,6239,2223,1328,1328,539,576,731,694,1646,1242,22948,2,631,162,85,77,51,849,260,50,27,22,197,3,0,97,49,54,153,117,97,73,22,469,9,4,75,29,59,11.9986,0.2401,0.3164,0.4018,0.7182,8.1380,8.1380,1.2072,3.5297,0.0556,'',0.0000,0.5988,0.5247,3.3272,0.6986,0.3014,0.3262,4.2528,36.3677,0.0000,1.2964,0.5699,2.3056,0.2804
19,46,2019,145,1,1,1,0,5557,1463,6279,2333,1353,1323,568,599,764,721,1666,1211,23294,2,598,162,93,69,43,849,254,40,27,24,226,5,1,98,48,55,156,127,72,68,25,436,6,3,63,37,48,12.3409,0.2435,0.3217,0.4198,0.7416,8.3195,8.1350,1.3897,3.6832,0.0370,'',0.0000,0.4444,0.5741,3.5062,0.6324,0.3676,0.3578,4.4334,38.9532,0.0000,1.3336,0.5791,2.2087,0.2793
19,46,2020,145,1,1,1,0,5491,1449,6265,2250,1374,1344,527,612,754,678,1599,1198,23698,1,563,162,88,74,54,901,257,62,41,29,187,5,1,41,51,58,158,123,81,73,16,401,4,3,91,41,56,12.6927,0.2502,0.3296,0.4098,0.7393,8.5322,8.3459,1.1612,3.8004,0.0247,'',0.0000,0.5000,0.5432,3.2531,0.7714,0.2192,0.3940,4.2102,42.0924,0.0000,1.3703,0.5717,2.1961,0.2967
19,46,2021,145,1,1,1,0,5582,1461,6411,2346,1434,1289,532,659,821,759,1646,1231,24236,2,535,162,75,87,43,948,259,66,36,28,199,6,0,34,70,68,158,126,78,65,21,373,4,1,97,45,38,13.3060,0.2569,0.3406,0.4203,0.7609,8.8296,7.9368,1.2253,4.0577,0.0247,'',0.0000,0.4815,0.4630,3.2840,0.6719,0.3231,0.4236,4.6734,45.3009,0.0000,1.4319,0.5721,1.9560,0.2990
19,46,2022,145,0,1,1,0,5604,1443,6256,2442,1458,1339,577,535,784,714,1564,1221,23509,0,518,162,82,80,48,938,273,21,42,30,217,4,0,16,48,54,154,129,75,77,23,356,8,3,56,43,42,12.7672,0.2602,0.3283,0.4358,0.7641,9.0936,8.3514,1.3534,3.3368,0.0494,'',0.0000,0.4630,0.5062,3.5617,0.6761,0.2987,0.4326,4.4532,45.3842,0.0000,1.3812,0.5616,2.5028,0.3034
19,46,2023,145,0,1,1,1,5519,1438,6100,2351,1366,1422,621,481,731,674,1464,1246,23001,1,630,161,93,68,50,840,283,18,32,27,216,2,0,15,62,50,158,134,84,79,26,469,3,1,69,25,67,11.8700,0.2475,0.3119,0.4260,0.7379,8.5474,8.8978,1.3516,3.0097,0.0186,'',0.0000,0.5217,0.5776,3.8571,0.6579,0.3291,0.3369,4.2174,36.5095,0.0000,1.2841,0.5402,2.9563,0.2939
20,58,2017,145,0,2,1,0,5622,1476,6323,2119,1406,1305,616,580,707,644,1666,1232,23583,0,557,163,92,71,40,988,251,26,38,39,128,2,2,52,72,55,155,150,95,60,18,394,8,2,83,42,54,12.4451,0.2501,0.3242,0.3769,0.7011,8.5732,7.9573,0.7805,3.5366,0.0491,'',0.0000,0.5828,0.5644,3.7791,0.6897,0.3000,0.3934,3.9268,42.3393,0.0000,1.3455,0.5749,2.2500,0.3023
20,58,2018,145,0,2,1,0,5707,1462,6295,2365,1509,1299,660,460,744,686,1699,1195,23166,1,557,162,99,63,53,1013,299,37,33,34,163,6,0,38,59,58,155,126,94,63,8,395,7,2,87,29,52,12.4753,0.2644,0.3239,0.4144,0.7383,9.2872,7.9948,1.0032,2.8311,0.0432,'',0.0000,0.5802,0.6111,4.0741,0.8689,0.1270,0.3924,4.2220,41.5907,0.0000,1.3465,0.5871,2.8239,0.3146
20,58,2019,145,0,2,1,0,5605,1450,6179,2319,1432,1301,674,471,743,675,1602,1245,22940,0,619,162,99,63,53,946,267,22,34,37,182,7,4,25,46,43,145,133,88,73,18,457,17,4,83,40,79,12.0786,0.2555,0.3163,0.4137,0.7300,8.8883,8.0752,1.1297,2.9234,0.1049,'',0.0000,0.5432,0.6111,4.1605,0.7465,0.2466,0.3173,4.1897,37.0598,0.0000,1.3124,0.5627,2.7622,0.3008
20,58,2020,145,0,2,1,0,5510,1433,6165,2342,1419,1315,582,530,768,711,1529,1248,23140,2,572,162,82,80,46,919,271,25,43,35,194,2,0,36,72,57,152,125,74,68,18,410,10,5,114,44,49,12.5929,0.2575,0.3267,0.4250,0.7518,8.9079,8.2551,1.2179,3.3271,0.0617,'',0.0000,0.4568,0.5062,3.5926,0.7188,0.2647,0.3707,4.4634,40.4545,0.0000,1.3595,0.5506,2.4811,0.3029
20,58,2021,145,0,2,1,0,5681,1461,6316,2394,1512,1320,614,504,770,715,1582,1268,23437,1,666,162,87,75,56,1008,304,26,46,22,178,2,0,28,73,59,157,139,73,79,20,504,5,2,89,29,85,12.7794,0.2662,0.3299,0.4214,0.7513,9.3120,8.1296,1.0963,3.1040,0.0309,'',0.0000,0.4506,0.5370,3.7901,0.7368,0.2532,0.3115,4.4035,35.1907,0.0000,1.3796,0.5551,2.6190,0.3154
20,58,2022,145,0,2,1,0,5570,1450,6166,2262,1431,1301,594,471,744,676,1565,1258,23096,1,575,162,85,77,50,956,278,20,50,38,159,1,0,28,60,55,158,136,81,70,18,413,4,1,92,43,58,12.1441,0.2569,0.3184,0.4061,0.7245,8.8800,8.0733,0.9867,2.9228,0.0247,'',0.0000,0.5000,0.5247,3.6667,0.7353,0.2571,0.3826,4.1949,40.1670,0.0000,1.3114,0.5544,2.7622,0.3058
20,58,2023,145,0,2,1,1,5704,1438,6336,2633,1579,1346,537,503,898,832,1445,1328,24009,1,681,162,81,81,50,1018,299,17,47,31,231,2,0,19,70,65,160,120,47,73,19,519,2,0,97,32,62,13.4343,0.2768,0.3398,0.4616,0.8014,9.8802,8.4222,1.4454,3.1474,0.0123,'',0.0000,0.2901,0.5000,3.3148,0.7246,0.2603,0.3083,5.2060,35.2555,0.0000,1.4475,0.5211,2.6759,0.3230
21,59,2017,145,0,0,1,0,2623,678,2915,1162,692,614,250,239,378,366,718,604,10832,1,281,75,35,40,18,429,153,8,20,13,97,3,0,7,19,25,73,57,37,29,10,206,2,0,45,16,28,12.6840,0.2638,0.3289,0.4430,0.7719,9.1813,8.1464,1.2870,3.1710,0.0267,'',0.0000,0.4933,0.4667,3.3333,0.6429,0.3448,0.3544,4.8560,38.5480,0.0000,1.3725,0.5431,2.5690,0.3080
22,60,2017,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,'',0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
22,50,2017,145,0,2,1,0,5537,1434,6223,2427,1464,1295,555,538,789,742,1614,1174,23256,1,509,162,75,87,42,957,261,35,34,36,210,4,0,7,76,79,154,151,78,59,16,347,8,3,103,36,28,13.0576,0.2644,0.3363,0.4383,0.7746,9.1861,8.1257,1.3177,3.3758,0.0494,'',0.0000,0.4815,0.4630,3.4259,0.7241,0.2712,0.4438,4.6558,45.6896,0.0000,1.3958,0.5789,2.4071,0.3084
22,50,2018,145,0,2,1,0,5641,1458,6282,2349,1469,1306,624,495,749,701,1641,1224,23159,0,582,162,82,80,42,965,298,23,46,36,170,1,2,20,62,75,154,137,88,63,18,420,8,2,73,36,68,12.5864,0.2604,0.3259,0.4164,0.7423,9.0679,8.0617,1.0494,3.0556,0.0494,'',0.0000,0.5432,0.5062,3.8519,0.7000,0.2857,0.3667,4.3272,39.7921,0.0000,1.3471,0.5728,2.6384,0.3085
22,50,2019,145,0,2,1,0,5539,1454,6195,2183,1352,1370,641,508,727,645,1605,1184,23336,0,588,162,95,67,44,873,285,23,36,36,158,2,1,13,77,88,153,119,91,68,22,426,9,4,85,32,77,12.0578,0.2441,0.3157,0.3941,0.7098,8.3686,8.4801,0.9780,3.1444,0.0556,'',0.0000,0.5617,0.5864,3.9568,0.6667,0.3235,0.3592,3.9924,39.6871,0.0000,1.2792,0.5755,2.6969,0.2950
22,50,2020,145,0,2,1,0,5563,1465,6189,2195,1363,1429,549,502,709,659,1557,1195,23011,0,550,162,88,74,44,893,276,29,26,26,168,3,1,20,55,68,149,137,82,64,19,388,13,4,92,46,72,11.8751,0.2450,0.3138,0.3946,0.7084,8.3734,8.7788,1.0321,3.0840,0.0802,'',0.0000,0.5062,0.5432,3.3889,0.6984,0.2969,0.3840,4.0485,41.8382,0.0000,1.2730,0.5658,2.8466,0.2993
22,50,2021,145,0,2,1,0,5468,1459,6089,2110,1297,1401,674,502,664,628,1620,1152,22852,2,522,162,105,57,54,834,272,15,34,32,159,2,1,9,53,69,147,138,89,64,7,360,15,8,71,34,50,11.5177,0.2372,0.3076,0.3859,0.6935,7.9970,8.6383,0.9804,3.0952,0.0926,'',0.0000,0.5494,0.6481,4.1605,0.8852,0.1094,0.4083,3.8721,43.7778,0.0000,1.2325,0.5844,2.7908,0.2887
22,50,2022,145,0,2,1,0,5542,1455,6129,2102,1352,1377,609,495,650,608,1661,1147,23125,0,579,162,96,66,53,926,248,22,29,32,146,1,0,21,44,41,154,129,91,72,17,417,8,3,92,24,79,11.6784,0.2440,0.3092,0.3793,0.6884,8.3629,8.5175,0.9031,3.0619,0.0494,'',0.0000,0.5617,0.5926,3.7593,0.7571,0.2361,0.3693,3.7608,39.9396,0.0000,1.2694,0.5915,2.7818,0.2979
22,50,2023,145,0,2,1,1,5466,1457,6142,2229,1281,1539,535,551,694,646,1374,1262,23651,2,680,161,91,70,49,793,250,18,43,16,222,3,1,12,44,63,159,130,75,76,24,519,2,0,82,33,74,11.7002,0.2344,0.3095,0.4078,0.7173,7.9092,9.5022,1.3707,3.4020,0.0124,'',0.0000,0.4658,0.5652,3.3230,0.6712,0.3158,0.3064,3.9886,34.7809,0.0000,1.2568,0.5212,2.7931,0.2826
22,50,2024,145,1,2,1,1,5408,1458,6101,2062,1209,1575,521,560,647,603,1380,1256,23569,0,716,162,91,71,49,733,279,37,37,17,180,4,1,29,40,58,159,105,83,78,29,554,3,0,84,40,108,11.2778,0.2236,0.3013,0.3813,0.6826,7.4630,9.7222,1.1111,3.4568,0.0185,'',0.0000,0.5123,0.5617,3.2160,0.6282,0.3718,0.2870,3.7222,32.9176,0.0000,1.2133,0.5235,2.8125,0.2789
22,50,2025,145,1,2,1,1,5422,1448,6002,2040,1255,1595,568,456,593,564,1320,1271,22817,1,676,162,97,65,54,833,231,43,31,19,172,5,1,15,53,49,160,106,83,83,25,514,2,1,77,29,105,10.9367,0.2315,0.2954,0.3762,0.6716,7.7986,9.9114,1.0688,2.8336,0.0123,'',0.0000,0.5123,0.5988,3.5062,0.6835,0.3012,0.3113,3.5047,33.7530,0.0000,1.1814,0.5095,3.4978,0.2938
22,50,2026,145,1,2,1,1,5548,1456,6233,2302,1387,1448,433,546,762,696,1406,1316,23484,2,760,162,77,85,37,869,306,51,32,27,185,10,3,24,53,53,161,135,44,63,26,598,1,1,90,28,89,12.2705,0.2500,0.3214,0.4149,0.7363,8.5696,8.9465,1.1430,3.3735,0.0062,'',0.0000,0.2716,0.4753,2.6728,0.5873,0.4127,0.2692,4.3002,30.9000,0.0000,1.3270,0.5165,2.6520,0.3045
