human_manager_id,team_id,year,league_id,sub_league_id,division_id,gate_revenue,media_revenue,merchandising_revenue,other_revenue,revenue_sharing,playoff_revenue,cash,player_expenses,staff_expenses,stadium_expenses,attendance,fan_interest,fan_loyalty,fan_modifier,ticket_price,budget,market,owner_expectation
38,40,2022,145,0,1,11479517,95000000,21714351,'',897376,0,7736740,104767926,0,0,1227860,53,9,0,29.1512,142000000,9,0
38,40,2023,145,0,1,30181587,95000000,24870606,'',5687202,0,16466620,110400054,0,0,2357422,62,9,13,24.8238,150000000,9,0
38,40,2024,145,0,1,44747350,100000000,27674005,'',5857872,8355031,20000000,111515483,0,0,3096992,69,9,11,27.2819,164000000,9,0
38,40,2025,145,0,1,45473060,105000000,26957176,'',6183615,21853927,10000000,158438916,0,0,3085960,70,9,4,28.9416,180000000,9,0
38,40,2026,145,0,1,31725407,100000000,26207009,'',0,0,10000000,181191910,0,0,2256354,72,9,0,30.5681,198000000,9,0
38,40,2027,145,0,1,35658673,100000000,26487620,'',-1734965,0,1241416,180049463,0,0,2424577,76,9,1,30.2428,192000000,9,0
38,40,2028,145,0,1,45449742,105000000,27104424,'',14,15922522,11045300,178458530,0,0,2858310,77,9,7,29.3860,196000000,9,0
38,40,2029,145,0,1,41952287,105000000,29885622,'',11,13646851,10000001,208893958,0,0,3289533,80,9,10,29.4118,214000000,9,0
38,40,2030,145,0,1,12943976,105000000,26729326,'',-10668175,0,10000000,188025995,0,0,2050399,77,9,0,32.2342,234000000,9,0
38,40,2031,145,0,1,21028652,105000000,29404734,'',-2670520,0,-13500000,150652530,0,0,1838697,74,9,0,32.2901,188000000,9,0
38,40,2032,145,0,1,30773466,107500000,30317466,'',98,1113805,9517164,152566663,0,0,2680355,74,9,0,27.3350,186000000,9,0
38,40,2033,145,0,1,43297867,107500000,31742772,'',58,15333539,10000000,184530901,0,0,3131623,79,9,7,26.3469,204000000,9,0
38,40,2034,145,0,1,37352556,112500000,31523978,'',1,3323732,10000000,153292871,0,0,3094010,80,9,0,27.3756,224000000,9,0
38,40,2035,145,0,1,33473003,107500000,31330189,'',5,3355274,24000000,181580433,0,0,3046241,81,9,0,27.3079,236000000,9,0
38,40,2036,145,0,1,37505905,112500000,33461899,'',13,22514424,10000000,241772705,0,0,3280682,81,9,7,26.9822,240000000,9,0
38,40,2037,145,0,1,40347387,112500000,31008700,'',-17573438,12810301,-4600000,223593781,0,0,3082014,81,9,0,28.3086,236000000,9,0
38,40,2038,145,0,1,38714843,112500000,31514590,'',-9720317,27823545,-210000,212087323,0,0,3138401,82,9,10,28.2588,236000000,9,0
38,40,2039,145,0,1,42119434,112500000,34830961,'',-4089753,6619014,10000000,236401823,0,0,3291395,83,9,7,30.3166,236000000,9,0
38,40,2040,145,0,1,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
39,32,2018,145,1,0,12640029,72500000,14277855,'',268849,0,-270000,66232925,0,0,1161167,46,3,-2,22.2807,120000000,5,0
39,32,2019,145,1,0,22960919,70000000,15325005,'',301888,0,30000000,120326973,0,0,1671470,46,2,0,21.1564,130000000,5,0
39,32,2020,145,1,0,27503799,70000000,15395004,'',445677,0,9110020,72315053,0,0,1887679,62,2,0,20.6217,138000000,5,0
39,32,2021,145,1,0,40817739,75000000,19925547,'',932407,868643,22598435,142432951,0,0,3317248,81,2,6,18.1429,160000000,5,0
39,32,2022,145,1,0,10756496,77500000,14510273,'',0,0,9730913,149387531,0,0,1503205,51,2,-14,24.5104,186000000,5,0
39,32,2023,145,1,0,9462184,69000000,9435277,'',5687055,0,0,85865451,0,0,476296,49,2,-30,31.4019,130000000,5,0
39,32,2024,145,1,0,33642820,66000000,14407215,'',5857964,6577596,2900000,68262136,0,0,2257449,55,2,0,18.8040,100000000,5,0
39,32,2025,145,1,0,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
40,60,2019,145,1,0,35047011,95000000,28792197,'',-3,0,15201884,181925175,0,0,3009894,92,8,0,30.1454,230000000,7,0
40,60,2020,145,1,0,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
41,53,2019,145,1,2,18318563,60000000,16255031,'',297506,0,6000000,41795606,0,0,1787245,48,4,0,17.8555,89000000,3,0
41,53,2020,145,1,2,15831437,60000000,15691360,'',445674,0,1000000,54283008,0,0,1370998,47,4,0,19.4046,95000000,3,0
41,53,2021,145,1,2,15936052,60000000,14905594,'',932400,0,6000000,50951911,0,0,1503734,45,3,0,17.9355,91000000,3,0
41,53,2022,145,1,2,28823110,60000000,18664093,'',897165,0,3808208,56797616,0,0,2745925,81,3,2,15.9135,110000000,3,0
41,53,2023,145,1,2,29657406,64000000,22482186,'',5686992,0,6000000,74909425,0,0,3063741,83,3,6,15.9843,114000000,4,0
41,53,2024,145,0,2,30395203,72500000,21002928,'',5857799,0,6000000,98114822,0,0,2740551,74,3,1,19.9246,122000000,4,0
41,53,2025,145,0,2,35979018,69000000,21178884,'',6183592,0,6000000,122727638,0,0,3059031,77,3,7,19.6449,130000000,4,0
41,53,2026,145,0,2,34838264,70000000,22077078,'',4693714,986641,5925884,118326205,0,0,3020139,78,3,14,19.5373,134000000,4,0
41,53,2027,145,0,2,30787871,72500000,20178390,'',3823640,0,6000000,115603924,0,0,2730171,71,3,0,20.1181,142000000,4,0
41,53,2028,145,0,2,27849060,69000000,18797340,'',3947404,0,5989548,93754891,0,0,2485690,67,3,0,20.0471,128000000,4,0
41,53,2029,145,0,2,19467735,68000000,17324220,'',3790005,0,6000000,105300167,0,0,1783851,57,3,0,21.2953,120000000,4,0
41,53,2030,145,0,2,14932567,67000000,16536510,'',4550544,0,3412434,88705158,0,0,1360843,57,3,0,22.9334,106000000,4,0
42,55,2019,145,1,2,29622272,100000000,32528765,'',0,0,10000000,163698591,0,0,2707674,89,10,0,32.9357,260000000,8,0
42,55,2020,145,1,2,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
44,60,2020,145,1,0,18649647,95000000,24565074,'',93,0,10000000,112523239,0,0,2147068,71,8,-8,29.3872,216000000,7,0
44,60,2021,145,1,0,29973303,85000000,27013594,'',932511,0,19400000,123603881,0,0,3060760,70,8,13,24.2304,190000000,7,0
44,60,2022,145,1,0,40278264,90000000,27326217,'',897274,19162390,20000000,180939566,0,0,3226322,83,8,2,26.0382,190000000,7,0
44,60,2023,145,1,0,39926877,90000000,28390214,'',55,20696311,10000000,200759094,0,0,3356689,87,8,3,26.1663,208000000,7,0
44,60,2024,145,1,0,39455079,95000000,28694977,'',-10101693,823690,10000000,201775632,0,0,3186612,87,8,1,29.9827,220000000,7,0
44,60,2025,145,1,0,43331416,95000000,29070663,'',-10922250,7751718,3691256,188929835,0,0,3315536,87,8,3,28.5874,222000000,7,0
44,60,2026,145,1,0,39193136,95000000,26346304,'',-3424380,0,5053544,124114677,0,0,2855337,86,8,4,26.7204,200000000,7,0
44,60,2027,145,1,0,30227809,95000000,27150187,'',3823703,0,5603636,121879856,0,0,3122085,84,8,0,23.5249,188000000,7,0
44,60,2028,145,1,0,22931496,90000000,26401458,'',3947490,0,24000000,97410395,0,0,2590310,79,8,0,24.2575,186000000,7,0
44,60,2029,145,1,0,28914235,90000000,26808652,'',3790113,0,10148150,99961794,0,0,3039505,80,8,0,23.5615,174000000,7,0
44,60,2030,145,1,0,42066191,90000000,29643392,'',4550606,5890823,20000000,116702284,0,0,3029515,81,8,11,30.9192,190000000,7,0
44,60,2031,145,1,0,43960388,95000000,32926144,'',5633800,1425792,10000000,164945070,0,0,3154815,81,8,14,30.9514,208000000,7,0
44,60,2032,145,1,0,42824330,97500000,33987189,'',77,18843634,10000000,178031986,0,0,3258618,84,8,12,30.8855,228000000,7,0
44,60,2033,145,1,0,43799633,102500000,34191117,'',59,23375285,10000000,214061888,0,0,3270479,85,8,14,31.1272,250000000,7,0
44,60,2034,145,1,0,39847610,102500000,33963552,'',-10010063,0,10000000,239558766,0,0,3061943,85,8,12,33.0702,246000000,7,0
44,60,2035,145,1,0,27301447,102500000,31513404,'',-21501636,0,-12500000,189996098,0,0,2602428,83,8,0,33.3996,236000000,7,0
44,60,2036,145,1,0,21801780,97500000,29134181,'',77,0,9387422,123349905,0,0,2242937,81,8,-5,29.4816,240000000,7,0
44,60,2037,145,1,0,12684124,97500000,29021862,'',5802647,0,20000000,96616723,0,0,1616569,79,8,2,31.1160,230000000,7,0
44,60,2038,145,1,0,27610923,97500000,28611040,'',5718523,0,-320000,67145471,0,0,2514823,75,8,0,25.9131,228000000,7,0
44,60,2039,145,1,0,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
45,33,2020,145,0,0,17313731,80000000,21490829,'',0,0,-2625000,140009013,0,0,1621196,56,8,0,29.5359,176000000,6,0
45,33,2021,145,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
46,55,2020,145,1,2,27638391,100000000,32206932,'',0,0,6000000,200105624,0,0,2679044,80,10,8,32.4618,236000000,8,0
46,55,2021,145,1,2,21335405,100000000,27764575,'',0,0,3367987,159864155,0,0,2623745,69,10,0,28.3311,224000000,8,0
46,55,2022,145,1,2,17956616,95000000,25276155,'',0,0,-9000000,99334538,0,0,2699012,63,10,0,20.5337,182000000,8,0
46,55,2023,145,1,2,23051223,95000000,24925589,'',5687131,0,7036712,84756863,0,0,2333388,61,10,0,22.6725,188000000,8,0
46,55,2024,145,1,2,21202749,90000000,23825061,'',5857799,0,865027,82279481,0,0,2424234,57,10,0,21.9620,180000000,8,0
46,55,2025,145,1,2,32309318,90000000,24882497,'',6183589,4962221,15535280,86939358,0,0,3017524,59,10,10,20.8736,178000000,8,0
46,55,2026,145,1,2,28075337,95000000,26761728,'',4693706,967608,20000000,143093061,0,0,2658390,63,10,6,25.6153,200000000,8,0
46,55,2027,145,1,2,31382138,95000000,27589273,'',3823620,980694,20000000,170200847,0,0,3073655,67,10,10,24.1915,212000000,8,0
46,55,2028,145,1,2,37147575,95000000,29324863,'',0,20534356,8000000,159995277,0,0,3266201,72,10,8,25.4186,210000000,8,0
46,55,2029,145,1,2,46354874,95000000,30040329,'',0,915100,10000000,174749575,0,0,2866312,74,10,13,30.8449,222000000,8,0
46,55,2030,145,1,2,46462817,100000000,31250073,'',43,1323911,3207476,177146460,0,0,3208975,77,10,14,30.7694,230000000,8,0
46,55,2031,145,1,2,42703764,100000000,35453725,'',0,18448183,5870419,200049673,0,0,3232730,81,10,10,32.6993,250000000,8,0
46,55,2032,145,1,2,33331243,107500000,35890135,'',-5384942,0,10000000,196663135,0,0,2766671,82,10,7,34.7136,260000000,8,0
46,55,2033,145,1,2,21533953,107500000,33969965,'',-4724877,0,-1900000,175029220,0,0,2549396,79,10,0,34.5435,252000000,8,0
46,55,2034,145,1,2,23632505,102500000,32127365,'',0,0,-6000000,146294323,0,0,2461735,73,10,0,29.7794,230000000,8,0
46,55,2035,145,1,2,20898049,102500000,29912990,'',6270833,0,-10000000,105866095,0,0,2793925,70,10,-1,22.8128,212000000,8,0
46,55,2036,145,1,2,17963341,97500000,30598321,'',4760198,0,20000000,98485115,0,0,2525122,69,10,0,23.3938,204000000,8,0
46,55,2037,145,1,2,16531721,97500000,30216864,'',5802539,0,20000000,174772392,0,0,2374901,69,10,0,23.9676,196000000,8,0
46,55,2038,145,1,2,28213873,97500000,30197475,'',0,0,-1900000,167289432,0,0,2905487,72,10,0,23.5874,188000000,8,0
46,55,2039,145,1,2,29618360,102500000,30698540,'',52,22338570,11666014,186138690,0,0,3043739,74,10,10,23.2141,204000000,8,0
46,55,2040,145,1,2,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
47,52,2020,145,1,1,33766747,77500000,28094071,'',445674,0,6000000,139194235,0,0,3086132,90,7,3,22.8373,160000000,5,0
47,52,2021,145,1,1,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
48,47,2022,145,0,1,57349982,85000000,23911315,'',897165,18489415,5250000,136727377,0,0,3001392,93,4,3,32.3628,160000000,6,0
48,47,2023,145,0,1,51580468,87500000,24347313,'',5686948,0,6000000,150457124,0,0,2974433,92,4,0,33.2537,170000000,6,0
48,47,2024,145,0,1,42645542,85000000,23616317,'',0,0,6000000,156601104,0,0,2611420,88,4,0,34.0900,186000000,6,0
48,47,2025,145,0,1,22816441,95000000,19557393,'',3,0,5186459,115673489,0,0,1416790,88,4,-13,36.2384,180000000,7,0
48,47,2026,145,0,1,16603107,87500000,19971166,'',4693836,0,6000000,65778720,0,0,1076092,81,4,-8,38.8448,140000000,7,0
48,47,2027,145,0,1,21482318,87500000,21359710,'',3823715,0,24000000,80836160,0,0,1449655,75,3,0,36.9020,150000000,7,0
48,47,2028,145,0,1,40456927,87500000,22074888,'',3947409,0,23000000,140194569,0,0,2233169,72,4,9,34.5233,158000000,7,0
48,47,2029,145,0,1,38481429,90000000,22719511,'',3790026,0,20000000,135795886,0,0,2245108,71,4,11,34.4334,174000000,7,0
48,47,2030,145,0,1,31089913,90000000,23270941,'',4550494,0,20000000,140922163,0,0,2179337,71,5,5,34.4589,184000000,7,0
48,47,2031,145,0,1,49069099,87500000,25231673,'',5633720,941442,20000000,145450797,0,0,2483881,74,5,7,33.1523,184000000,7,0
48,47,2032,145,0,1,18773164,97500000,27831669,'',5727444,0,20000000,173395446,0,0,1791353,72,6,6,36.6957,202000000,7,0
48,47,2033,145,0,1,21884766,97500000,25412670,'',15,0,908940,129204984,0,0,1642248,68,6,0,36.7484,176000000,7,0
48,47,2034,145,0,1,21282384,92500000,25029967,'',5162815,0,10903588,75751943,0,0,1338943,62,7,0,37.6760,178000000,7,0
48,47,2035,145,0,1,12158971,90000000,23440866,'',6270851,0,24000000,104033978,0,0,969201,59,7,0,40.4361,166000000,7,0
48,47,2036,145,0,1,16433934,90000000,23723787,'',4760264,0,24000000,95817020,0,0,1124309,57,7,0,38.1556,142000000,7,0
48,47,2037,145,0,1,15310730,90000000,22699995,'',5802577,0,24000000,119482138,0,0,1014296,57,7,0,40.1497,152000000,7,0
48,47,2038,145,0,1,15054278,90000000,23440857,'',5718520,0,22128036,118287185,0,0,1027719,55,7,0,39.6737,146000000,7,0
48,47,2039,145,0,1,23971374,90000000,22705271,'',5736415,0,22233216,124474000,0,0,1192008,52,7,0,40.8873,148000000,7,0
48,47,2040,145,0,1,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
49,52,2021,145,1,1,30269753,80000000,26044306,'',932400,0,6000000,148582656,0,0,2879587,79,7,0,23.2248,162000000,5,0
50,56,2022,145,1,1,27396723,100000000,29844964,'',35,0,10500000,170650048,0,0,3335896,88,10,0,22.5402,238000000,8,0
50,56,2023,145,1,1,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
50,41,2023,145,1,0,16169533,65000000,14093667,'',5687005,0,5727687,59560645,0,0,2478801,47,3,-4,10.4393,93000000,4,0
50,41,2024,145,1,0,15850394,65000000,13236363,'',5857833,0,977087,49315823,0,0,2462933,47,2,0,9.6974,99000000,4,0
50,41,2025,145,1,0,37266806,65000000,19314759,'',6183692,0,29112503,114503364,0,0,2396743,54,2,27,20.9509,100000000,4,0
50,41,2026,145,1,0,30030766,70000000,16744107,'',4693763,0,7000000,91854395,0,0,1767290,57,2,14,23.3484,106000000,4,0
50,41,2027,145,1,0,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
51,56,2022,145,1,1,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
52,54,2023,145,0,2,13310506,77500000,18583798,'',5686951,0,-1700000,101677473,0,0,1413193,49,7,0,20.8405,154000000,6,0
52,54,2024,145,0,2,12284796,77500000,18708763,'',5857835,0,-600000,100506706,0,0,1468097,47,7,-1,21.6072,150000000,6,0
52,54,2025,145,0,2,24835608,77500000,18333792,'',6183617,0,-1400000,59440458,0,0,2765251,46,7,0,15.1276,146000000,6,0
52,54,2026,145,0,2,32267704,77500000,24290568,'',4693787,19336401,17989900,143755057,0,0,3026481,50,7,14,18.8316,150000000,6,0
52,54,2027,145,0,2,43080842,80000000,23455669,'',11,7798464,20000000,178120277,0,0,3041152,54,7,14,24.2798,170000000,6,0
52,54,2028,145,0,2,38675452,80000000,23138208,'',9,20627240,10000000,150119977,0,0,3702229,58,7,10,20.0775,194000000,6,0
52,54,2029,145,0,2,38368141,80000000,22585779,'',8,23698197,20000000,205465529,0,0,3580042,64,7,3,20.2736,204000000,6,0
52,54,2030,145,0,2,30602265,80000000,21325926,'',-9125382,14843532,-1500000,144334419,0,0,3148255,69,7,-4,20.2714,198000000,6,0
52,54,2031,145,0,2,34014103,80000000,26846023,'',51,11147619,-1500000,141457121,0,0,3519086,74,7,0,18.7546,194000000,6,0
52,54,2032,145,0,2,35338970,87500000,30217769,'',5727458,19573505,3030773,163561349,0,0,3405862,80,7,11,21.4119,200000000,6,0
52,54,2033,145,0,2,52129550,90000000,30504623,'',36,26788431,10000000,211414441,0,0,3434049,80,7,9,27.9709,220000000,6,0
52,54,2034,145,0,2,60883258,90000000,32085059,'',-8818712,19031616,10000000,221791698,0,0,3539213,81,7,15,31.1656,250000000,6,0
52,54,2035,145,0,2,61128668,92500000,32301410,'',-13506456,25156202,-1000000,232820742,0,0,3566065,81,8,19,33.4150,260000000,6,0
52,54,2036,145,0,2,53754919,92500000,33114702,'',-15552882,10416346,8169343,252260601,0,0,3120424,82,8,5,36.9517,280000000,6,0
52,54,2037,145,0,2,33707290,90000000,29394642,'',-22292991,0,-5500000,195115347,0,0,3368226,79,8,-2,24.0126,240000000,6,0
52,54,2038,145,0,2,25919049,87500000,27906084,'',175,0,-9500000,134329131,0,0,3137310,73,8,0,20.5392,208000000,6,0
52,54,2039,145,0,2,29251370,87500000,27550765,'',5736417,0,-6500000,76575921,0,0,2962919,74,8,0,21.1789,200000000,6,0
52,54,2040,145,0,2,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
54,46,2023,145,0,1,34282730,70000000,27215272,'',5687021,4324312,13967382,170978117,0,0,3399419,82,6,15,19.7922,170000000,4,0
54,46,2024,145,0,1,34543551,72500000,26629113,'',7,828980,4450986,161747143,0,0,3399517,83,6,12,19.8422,182000000,4,0
54,46,2025,145,0,1,19478686,72500000,23615543,'',5,0,-2700000,161898488,0,0,2472046,78,6,-7,21.2096,174000000,4,0
54,46,2026,145,0,1,16562541,69000000,21561596,'',63,0,-13000000,127445685,0,0,1694108,75,6,-1,22.2796,140000000,4,0
54,46,2027,145,0,1,23998996,69000000,24007893,'',3823690,0,-9000000,103596901,0,0,2247409,70,6,7,21.4059,130000000,4,0
54,58,2028,145,0,2,25454723,100000000,30952515,'',-12671125,0,991544,193111278,0,0,3070334,84,9,2,25.9035,220000000,9,0
55,56,2024,145,1,1,22973518,100000000,29514504,'',0,0,-5500000,123908226,0,0,2573842,80,10,0,27.5886,240000000,8,0
55,56,2025,145,1,1,37773144,95000000,32675316,'',6183600,0,10000000,213396696,0,0,3329946,80,10,13,27.4581,234000000,8,0
55,56,2026,145,1,1,24314531,100000000,30477125,'',-14434468,0,-1300000,215209707,0,0,2981225,78,10,2,29.2827,260000000,8,0
55,56,2027,145,1,1,30417653,95000000,30919631,'',-17042974,0,-8500000,157083713,0,0,3203071,77,10,8,24.9538,210000000,8,0
55,56,2028,145,1,1,14567815,100000000,27396762,'',0,0,2343911,135874054,0,0,2195841,74,10,-1,26.5679,208000000,8,0
55,56,2029,145,1,1,14310862,95000000,30494343,'',3790118,0,16295501,137893979,0,0,2379762,72,10,13,26.3639,200000000,8,0
55,56,2030,145,1,1,34709712,100000000,32750022,'',195,0,-750000,159268562,0,0,3371265,75,10,14,25.6596,194000000,8,0
55,56,2031,145,1,1,32099505,100000000,33249070,'',139,0,10000000,150440533,0,0,3180549,77,10,2,27.1680,220000000,8,0
55,56,2032,145,1,1,37030897,102500000,31387087,'',87,11747649,10000000,154389433,0,0,3108073,79,10,0,25.5181,230000000,8,0
55,56,2033,145,1,1,43906498,102500000,35007631,'',0,14191690,10000000,149999581,0,0,3644772,81,10,9,26.0567,236000000,8,0
55,56,2034,145,1,1,33461582,107500000,34613242,'',0,0,10000000,211993616,0,0,3013770,80,10,5,29.1208,258000000,8,0
55,56,2035,145,1,1,44422446,102500000,34176854,'',-9097319,8253096,1666833,234217953,0,0,3395679,80,10,4,28.6777,252000000,8,0
55,56,2036,145,1,1,41710949,102500000,32660728,'',-16181627,12883518,-4800000,222460947,0,0,2884496,82,10,0,30.1670,246000000,8,0
55,56,2037,145,1,1,41341544,102500000,33346526,'',-8883147,8422171,-4600000,209556353,0,0,3253306,82,10,0,29.0111,240000000,8,0
55,56,2038,145,1,1,29433812,102500000,33957029,'',-3403474,0,9090834,227023034,0,0,2739880,83,10,3,32.1144,242000000,8,0
55,56,2039,145,1,1,25162180,102500000,32392427,'',-10810823,0,-3400000,224686219,0,0,2429903,81,10,-7,33.3449,238000000,8,0
55,56,2040,145,1,1,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
56,43,2024,145,1,2,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
56,41,2027,145,1,0,41794983,69000000,18215436,'',3823747,8224516,6173774,97102365,0,0,2489651,63,4,12,23.7343,120000000,4,0
56,33,2028,145,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
56,58,2029,145,0,2,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
56,45,2031,145,1,2,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
56,45,2033,145,1,2,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
56,37,2033,145,1,1,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
58,43,2024,145,1,2,19242695,80000000,18787318,'',5857799,0,6203452,120064121,0,0,2155971,52,6,0,16.4820,144000000,6,0
58,43,2025,145,1,2,24348118,72500000,19267646,'',6183589,0,12184040,119711723,0,0,2710696,55,6,0,15.7276,138000000,5,0
58,43,2026,145,1,2,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
59,48,2025,145,0,0,25926321,100000000,29259840,'',-17560077,0,-3600000,211270327,0,0,2647439,88,9,1,27.3128,220000000,8,0
60,32,2025,145,1,0,20180434,72500000,17438656,'',6183722,0,30000000,124179481,0,0,1577156,56,3,0,24.5315,130000000,5,0
60,32,2026,145,1,0,24053912,72500000,16141490,'',4693743,0,22605419,153769684,0,0,1432883,54,3,5,26.8242,150000000,5,0
60,32,2027,145,1,0,13360326,72500000,13239305,'',15,0,560648,134734755,0,0,1004792,50,3,-22,30.6956,150000000,5,0
60,32,2028,145,1,0,9016472,67000000,9670064,'',3947441,0,0,57770217,0,0,296913,49,3,-28,47.3344,130000000,5,0
60,32,2029,145,1,0,9852071,66000000,10531943,'',3790095,0,5244143,14798638,0,0,429822,49,2,-21,36.8283,104000000,5,0
60,32,2030,145,1,0,14190820,67000000,11714168,'',4550667,0,30000000,59017002,0,0,667185,49,2,-15,33.0710,104000000,5,0
60,32,2031,145,1,0,24954204,68000000,15853763,'',5633882,0,30000000,88167217,0,0,1308575,48,2,0,27.0203,108000000,5,0
60,32,2032,145,1,0,25814701,75000000,16514401,'',5727551,0,21242480,110322035,0,0,1539570,51,2,0,26.3398,142000000,5,0
60,32,2033,145,1,0,20329204,77500000,15440305,'',4275014,0,9569077,85030201,0,0,1164617,48,2,1,27.9533,152000000,5,0
60,32,2034,145,1,0,32895923,75000000,15514704,'',5162829,11744795,12028962,108491548,0,0,1708120,53,2,-1,25.3639,124000000,5,0
60,32,2035,145,1,0,27243817,77500000,17010963,'',6270856,0,10962978,99525649,0,0,1648282,55,2,0,25.5085,134000000,5,0
60,32,2036,145,1,0,27156074,77500000,17730641,'',4760270,0,10652238,118120506,0,0,1766415,55,2,5,25.5326,138000000,5,0
60,32,2037,145,1,0,41591664,77500000,19855015,'',5802623,2331426,1581831,132985392,0,0,3044502,56,2,13,20.3408,150000000,5,0
60,32,2038,145,1,0,27189095,80000000,17894707,'',5718492,0,14360115,146117802,0,0,1685865,53,2,-8,25.3670,160000000,5,0
60,32,2039,145,1,0,34713391,75000000,17630023,'',5736382,5839989,2656231,122032663,0,0,2779400,55,2,9,18.2013,132000000,5,0
60,32,2040,145,1,0,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
61,48,2026,145,0,0,30045676,100000000,28986700,'',-13477602,0,-13500000,172575197,0,0,2388804,86,9,0,29.3785,182000000,8,0
61,48,2027,145,0,0,24640867,100000000,30719333,'',4,0,11933100,197653841,0,0,2559853,82,9,8,29.4828,202000000,8,0
61,48,2028,145,0,0,31349421,100000000,30545516,'',-7718942,0,794815,146990189,0,0,2600252,81,9,4,30.3393,186000000,8,0
61,48,2029,145,0,0,16236719,100000000,31155255,'',36,0,9999999,158813383,0,0,1933247,77,9,11,32.8117,192000000,8,0
61,48,2030,145,0,0,23928112,100000000,28892916,'',52,0,1635170,137607621,0,0,2141282,74,9,3,31.4356,198000000,8,0
61,48,2031,145,0,0,26841137,95000000,35130371,'',5633783,0,20000000,177518969,0,0,2268507,72,9,14,30.7792,196000000,8,0
61,48,2032,145,0,0,22816065,102500000,30769507,'',78,0,20000000,124536653,0,0,2230273,70,9,2,29.8540,204000000,8,0
61,48,2033,145,0,0,24620150,102500000,32942176,'',4274943,0,20000000,188573914,0,0,2434404,69,9,13,30.1960,202000000,8,0
61,48,2034,145,0,0,42952290,102500000,33727434,'',51,9716562,10000000,189784919,0,0,3094574,71,9,13,30.0417,204000000,8,0
61,48,2035,145,0,0,40390704,102500000,31433717,'',6,8448540,30000000,196816360,0,0,2719603,73,9,1,32.0675,230000000,8,0
61,48,2036,145,0,0,44549886,102500000,32970093,'',9,5043522,10000000,205158498,0,0,2998273,77,9,8,31.5922,234000000,8,0
61,48,2037,145,0,0,38644462,102500000,33032611,'',-1097045,3552674,10000000,223912878,0,0,2728641,77,9,1,33.2291,240000000,8,0
61,48,2038,145,0,0,34008960,102500000,31439918,'',-9863910,0,-650000,218242867,0,0,2360020,79,9,4,33.2967,230000000,8,0
61,48,2039,145,0,0,25627856,102500000,31070583,'',-6859748,0,-6500000,184482947,0,0,1839079,78,9,0,36.5526,212000000,8,0
61,48,2040,145,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0
62,49,2026,145,1,0,23248172,85000000,20825627,'',4693793,0,-3800000,67764197,0,0,1883255,63,6,0,25.8887,150000000,7,0
62,49,2027,145,1,0,24726899,85000000,20410023,'',3823692,0,30000000,68865983,0,0,2473243,61,6,0,20.8382,160000000,7,0
62,49,2028,145,1,0,23054492,85000000,21164373,'',3947486,0,30000000,98087398,0,0,2274164,58,6,2,21.1697,162000000,7,0
62,49,2029,145,1,0,23537222,85000000,20580583,'',3790060,0,30000000,119205349,0,0,2299889,61,6,0,20.7589,160000000,7,0
62,49,2030,145,1,0,23955077,85000000,19059814,'',4550555,0,30000000,87175450,0,0,2422169,57,6,-4,19.2106,158000000,7,0
62,49,2031,145,1,0,23349817,82500000,21663933,'',5633802,0,30000000,74721609,0,0,2552995,56,6,0,17.2612,154000000,7,0
62,49,2032,145,1,0,21251262,90000000,22120694,'',5727502,0,30000000,148317030,0,0,2434987,54,6,0,17.2534,158000000,7,0
62,49,2033,145,1,0,25822858,87500000,21780146,'',4274936,0,499251,130362014,0,0,2734303,54,6,1,16.5224,154000000,7,0
62,49,2034,145,1,0,22189576,90000000,21309856,'',5162830,0,15403841,105466185,0,0,2432536,56,6,0,17.3097,158000000,7,0
