team_id,player_id,list_id
35,46103,4
35,43441,1
35,38266,2
35,43441,3
35,36119,1
35,43811,2
35,36119,3
35,36839,2
35,31038,3
35,31038,1
35,43441,2
35,20059,3
35,20059,1
35,20059,2
35,42664,3
35,42664,1
35,42664,2
35,34861,3
35,34861,2
35,40354,3
35,34861,1
35,28075,2
35,38379,3
35,40354,1
35,35551,2
35,43811,3
35,38379,1
35,35815,2
35,23087,3
35,43811,1
35,1219,2
35,40870,3
35,23087,1
35,38844,2
35,38266,3
35,40870,1
35,37392,2
35,35815,3
35,44005,2
35,39104,3
35,38266,1
35,36119,2
35,37392,3
35,35815,1
35,23087,2
35,35551,3
35,39104,1
35,36247,2
35,44005,3
35,37392,1
35,38379,2
35,38844,3
35,35551,1
35,35124,2
35,46103,3
35,44005,1
35,40354,2
35,28075,3
35,38844,1
35,40870,2
35,40069,3
35,46103,1
35,31038,2
35,19564,3
35,28075,1
35,39104,2
35,22605,3
35,40069,1
35,40069,2
35,36247,3
35,22605,2
35,35124,3
35,1219,3
35,19564,1
35,41968,3
35,20246,3
35,40883,3
35,22605,1
35,41459,3
35,36638,3
35,36247,1
35,43195,3
35,45935,3
35,38282,3
35,1219,1
35,35124,1
36,23874,1
36,40662,2
36,38556,3
36,36473,4
36,38236,2
36,44263,3
36,40814,1
36,2168,2
36,42174,3
36,40662,1
36,35513,2
36,40662,3
36,44263,1
36,39464,2
36,2168,3
36,39462,3
36,1021,1
36,41570,2
36,1021,3
36,35959,1
36,40525,2
36,37970,3
36,41570,1
36,39532,2
36,46372,3
36,2168,1
36,23874,2
36,38236,3
36,37970,1
36,44716,3
36,39026,1
36,39026,2
36,39532,3
36,38760,1
36,39464,3
36,38236,1
36,35959,2
36,35959,3
36,40814,2
36,27752,3
36,38760,2
36,40525,3
36,39532,1
36,43353,3
36,39464,1
36,44263,2
36,20141,3
36,34886,2
36,40814,3
36,27752,1
36,37970,2
36,40568,3
36,27752,2
36,41182,3
36,35870,3
36,40525,1
36,1021,2
36,19350,3
36,23547,1
36,38760,3
36,41992,1
36,34886,3
36,44918,3
36,19350,1
36,23547,2
36,36473,3
36,41992,2
36,44502,3
36,37708,3
36,43353,1
36,19350,2
36,41992,3
36,37708,1
36,43353,2
36,35750,3
36,42933,3
36,35750,1
36,29583,3
36,37708,2
36,44207,3
36,44207,1
36,41570,3
36,36473,1
36,35750,2
36,23547,3
36,23874,3
36,44207,2
36,39026,3
36,35513,3
36,34886,1
36,42174,2
36,42174,1
36,35513,1
37,39416,1
37,467,2
37,44893,3
37,35610,1
37,40916,2
37,38923,3
37,36631,1
37,2146,2
37,42619,3
37,38644,1
37,35035,2
37,39332,3
37,38616,1
37,39416,2
37,26045,3
37,42619,1
37,39332,2
37,35035,3
37,39113,1
37,39113,2
37,38807,3
37,41185,1
37,38616,2
37,1373,3
37,43230,2
37,40916,3
37,40916,1
37,2059,2
37,38775,3
37,36631,2
37,46344,3
37,43230,1
37,38644,2
37,36631,3
37,42619,2
37,22835,3
37,44117,1
37,2059,3
37,39904,2
37,2146,3
37,2059,1
37,24078,3
37,2146,1
37,39904,3
37,38923,1
37,33466,2
37,46332,3
37,35035,1
37,41185,2
37,467,3
37,38775,2
37,38616,3
37,39904,1
37,38636,2
37,38636,3
37,38775,1
37,35610,2
37,224,3
37,41460,1
37,890,3
37,38636,1
37,19776,2
37,39113,3
37,37712,1
37,38923,2
37,19776,3
37,26045,1
37,35610,3
37,38729,1
37,44117,2
37,33466,3
37,39332,1
37,41460,2
37,44117,3
37,467,1
37,37712,2
37,43230,3
37,38729,2
37,43607,3
37,39416,3
37,26045,2
37,19776,1
37,41185,3
37,31529,3
37,38729,3
37,41460,3
37,33466,1
37,38644,3
37,37712,3
38,1370,1
38,45903,2
38,21658,3
38,35082,4
38,38766,2
38,857,3
38,38766,1
38,43386,2
38,1304,3
38,35082,1
38,38372,2
38,20973,3
38,20738,4
38,20738,1
38,20224,2
38,40767,3
38,43386,1
38,41979,2
38,41160,3
38,40767,1
38,43150,2
38,34656,3
38,19254,1
38,857,2
38,1370,3
38,38988,1
38,21658,2
38,42839,3
38,45903,1
38,39566,2
38,38766,3
38,36532,1
38,40892,2
38,39566,3
38,26139,1
38,41160,2
38,36532,3
38,43579,1
38,274,2
38,19254,3
38,39566,1
38,19254,2
38,1079,3
38,775,1
38,26139,2
38,38372,3
38,20224,1
38,38988,2
38,22840,3
38,43150,1
38,36532,2
38,41979,3
38,38372,1
38,20907,2
38,43150,3
38,20907,1
38,1370,2
38,27446,3
38,46362,3
38,40923,1
38,40930,3
38,21658,1
38,40767,2
38,38988,3
38,26601,1
38,775,3
38,857,1
38,20776,3
38,38484,1
38,40923,3
38,46362,2
38,23325,3
38,26139,3
38,46362,1
38,22840,2
38,38484,3
38,41160,1
38,38484,2
38,45903,3
38,22840,1
38,26601,2
38,20907,3
38,274,1
38,40923,2
38,274,3
38,775,2
38,20224,3
38,41979,1
38,44731,3
38,40892,1
38,43386,3
38,40892,3
38,26601,3
38,44227,3
39,42925,1
39,44906,2
39,38690,3
39,43355,4
39,44906,1
39,27799,2
39,40310,3
39,39887,4
39,44029,1
39,46995,2
39,27799,3
39,19191,4
39,39358,1
39,39915,2
39,39358,3
39,42692,4
39,36438,1
39,42841,2
39,40885,3
39,38744,1
39,23382,2
39,42841,3
39,43006,1
39,44029,2
39,38172,3
39,40885,2
39,32436,3
39,40257,1
39,46370,2
39,44906,3
39,42692,1
39,40257,2
39,46446,3
39,46446,1
39,37577,2
39,34172,3
39,38690,1
39,43006,2
39,42692,3
39,23382,1
39,28372,2
39,28372,3
39,27799,1
39,42361,2
39,37577,3
39,34172,1
39,42925,2
39,44029,3
39,39887,1
39,32436,2
39,705,3
39,40885,1
39,20796,2
39,46253,3
39,42841,1
39,38690,2
39,38744,3
39,46370,1
39,34172,2
39,44244,3
39,42361,1
39,41206,2
39,43355,3
39,32436,1
39,38744,2
39,41206,3
39,19191,1
39,40773,2
39,20796,3
39,38172,1
39,40257,3
39,40773,1
39,39358,2
39,46370,3
39,41206,1
39,46995,3
39,20796,1
39,36438,2
39,21741,3
39,37577,1
39,38172,2
39,43006,3
39,46995,1
39,46446,2
39,40925,3
39,39915,1
39,40441,3
39,28372,1
39,23382,3
39,40773,3
39,43355,1
39,42925,3
39,42361,3
39,46127,3
39,43544,3
39,39915,3
39,36438,3
40,36339,1
40,39607,2
40,38240,3
40,39803,4
40,19722,1
40,41234,2
40,44417,3
40,36782,1
40,41993,2
40,34689,3
40,44619,1
40,42262,2
40,39607,3
40,34689,1
40,44658,2
40,39903,3
40,41234,1
40,19722,2
40,165,3
40,37471,1
40,38240,2
40,778,3
40,42262,1
40,44619,2
40,41767,3
40,34689,2
40,19722,3
40,40801,1
40,37471,2
40,44619,3
40,778,1
40,778,2
40,44658,3
40,36339,2
40,42262,3
40,39607,1
40,2030,2
40,37471,3
40,36782,2
40,2030,3
40,41993,1
40,39903,2
40,35496,3
40,40553,1
40,36339,3
40,47271,2
40,39803,3
40,44658,1
40,47271,3
40,165,2
40,165,1
40,40801,2
40,41234,3
40,42681,1
40,40160,2
40,40553,3
40,40160,1
40,40160,3
40,47271,1
40,41767,2
40,22300,3
40,38240,1
40,40553,2
40,34320,3
40,39903,1
40,42681,2
40,44417,1
40,41767,1
40,44417,2
40,26128,3
40,42665,2
40,35573,3
40,33213,3
40,42665,1
40,41921,3
40,36782,3
40,42681,3
40,39803,1
40,35869,3
40,40801,3
40,19282,3
40,34320,2
40,41993,3
40,42665,3
40,35869,2
40,2030,1
40,34320,1
40,35869,1
41,40395,1
41,20915,2
41,40395,3
41,46059,4
41,43053,1
41,40395,2
41,43053,3
41,38627,1
41,42657,2
41,36300,3
41,30527,1
41,42349,2
41,20839,3
41,46059,1
41,38292,2
41,41786,3
41,36300,1
41,30527,2
41,1772,3
41,20839,1
41,20839,2
41,19372,3
41,964,1
41,20025,2
41,30527,3
41,41786,1
41,38627,2
41,33133,3
41,1772,1
41,42537,2
41,1970,3
41,19372,1
41,33133,2
41,34246,3
41,20025,1
41,1772,2
41,42537,3
41,44844,1
41,43329,2
41,42349,3
41,33133,1
41,44844,2
41,42657,3
41,40993,1
41,39795,2
41,38627,3
41,34246,1
41,46093,2
41,38292,3
41,46093,1
41,34246,2
41,43930,3
41,42537,1
41,41021,2
41,43329,3
41,41786,2
41,34368,3
41,42349,1
41,23308,2
41,41021,3
41,36300,2
41,20915,3
41,42657,1
41,34368,2
41,46093,3
41,40993,2
41,23308,3
41,38292,1
41,43053,2
41,44985,3
41,19372,2
41,37773,3
41,43329,1
41,964,2
41,44921,3
41,34368,1
41,39795,3
41,41021,1
41,45733,3
41,173,3
41,44644,3
41,20915,1
41,861,3
41,964,3
41,40993,3
41,23308,1
41,41256,3
41,43917,3
41,36723,3
41,38218,3
41,43225,3
41,20025,3
41,44844,3
41,39795,1
42,26249,1
42,40286,2
42,39586,3
42,30599,4
42,40286,1
42,43010,2
42,362,3
42,42386,1
42,41650,2
42,1805,3
42,38693,1
42,23884,2
42,40141,3
42,43010,1
42,39586,2
42,38147,3
42,23884,1
42,41830,2
42,35743,3
42,39586,1
42,42386,2
42,41830,3
42,41830,1
42,26249,2
42,43010,3
42,1995,1
42,42240,2
42,44988,3
42,33339,1
42,362,2
42,40797,3
42,33339,2
42,23333,3
42,24143,1
42,38693,2
42,29796,3
42,36308,2
42,26249,3
42,36308,1
42,40141,2
42,33339,3
42,362,1
42,44529,2
42,38693,3
42,40141,1
42,24143,2
42,30537,3
42,38147,1
42,48478,2
42,42386,3
42,41650,1
42,1995,2
42,41452,3
42,42240,1
42,23844,2
42,24143,3
42,48478,1
42,38147,2
42,368,3
42,23844,1
42,35743,2
42,41650,3
42,30599,1
42,41382,3
42,1995,3
42,41452,1
42,36076,2
42,40554,3
42,44529,1
42,41382,2
42,36076,3
42,40286,3
42,44532,3
42,42783,3
42,35743,1
42,34987,3
42,23884,3
42,23844,3
42,44529,3
42,36076,1
42,48478,3
42,41452,2
42,30599,3
42,41382,1
42,37718,3
42,36371,3
42,22964,3
42,36308,3
42,42240,3
42,30537,2
42,30537,1
42,40554,2
42,40554,1
43,34818,1
43,27734,2
43,34818,3
43,35587,4
43,47290,1
43,33010,2
43,35499,3
43,47290,4
43,18349,1
43,44479,2
43,34372,3
43,1198,4
43,34372,1
43,2148,2
43,2148,3
43,2148,1
43,20431,2
43,35247,3
43,35247,1
43,32160,2
43,40813,3
43,40813,1
43,41408,2
43,35690,3
43,46211,1
43,33874,2
43,24112,3
43,46257,1
43,18349,2
43,33010,3
43,35690,1
43,35690,2
43,44479,3
43,41408,1
43,34818,2
43,35587,3
43,24112,1
43,35247,2
43,44929,3
43,33010,1
43,24112,2
43,39484,3
43,33874,1
43,40813,2
43,35499,1
43,35499,2
43,20431,3
43,44479,1
43,44929,2
43,42061,3
43,35587,1
43,46211,2
43,27734,3
43,44929,1
43,34372,2
43,43940,3
43,39484,1
43,42061,2
43,44744,3
43,42795,2
43,32160,3
43,46257,2
43,39536,3
43,105,2
43,43885,3
43,20431,1
43,39536,2
43,41403,3
43,39484,2
43,45112,3
43,1198,1
43,41403,2
43,44972,3
43,27734,1
43,42065,2
43,105,3
43,42795,1
43,44966,3
43,42061,1
43,46257,3
43,18349,3
43,46211,3
43,950,3
43,32160,1
43,20843,3
43,36679,3
43,42065,1
43,21390,3
43,39536,1
43,22922,3
43,41408,3
43,42795,3
43,41403,1
43,42065,3
43,41929,3
43,33874,3
43,105,1
44,36295,1
44,40865,2
44,36295,3
44,41081,4
44,42098,2
44,44803,3
44,42098,1
44,30853,2
44,42098,3
44,43868,1
44,1825,2
44,1825,3
44,30853,1
44,42002,2
44,44949,3
44,44149,1
44,1202,2
44,23543,3
44,41445,1
44,43868,2
44,41445,3
44,35382,1
44,41445,2
44,36607,3
44,41338,1
44,36295,2
44,1202,3
44,36607,1
44,36607,2
44,41440,3
44,880,2
44,200,3
44,35382,2
44,40865,3
44,1202,1
44,41338,2
44,35382,3
44,32462,1
44,23543,2
44,43072,3
44,41440,1
44,41440,2
44,43908,3
44,22342,1
44,21868,3
44,200,1
44,32462,2
44,42862,3
44,42002,1
44,22342,2
44,20283,2
44,32462,3
44,42002,3
44,43908,1
44,30853,3
44,1825,1
44,20466,3
44,43908,2
44,43130,3
44,43790,3
44,880,3
44,35708,2
44,41338,3
44,200,2
44,44149,3
44,23543,1
44,33514,3
44,44149,2
44,43798,3
44,42319,3
44,35708,1
44,44627,3
44,40865,1
44,20117,3
44,42319,1
44,42319,2
44,35708,3
44,20283,3
44,20283,1
44,43790,2
44,43868,3
44,44490,3
44,41081,1
44,33514,2
44,43798,2
44,22342,3
44,43790,1
44,19239,3
44,880,1
44,43427,3
44,33514,1
44,43798,1
45,40311,1
45,40449,2
45,40311,3
45,43229,4
45,28181,1
45,40480,2
45,28181,3
45,38498,4
45,43512,1
45,28181,2
45,43512,3
45,36126,4
45,40449,1
45,23385,2
45,40449,3
45,40480,1
45,22526,2
45,22526,3
45,41465,4
45,40092,1
45,41896,2
45,29352,3
45,36126,1
45,21582,2
45,38856,3
45,21582,1
45,29352,2
45,41896,3
45,20252,1
45,27861,2
45,23385,3
45,41896,1
45,43512,2
45,21582,3
45,41465,1
45,38856,2
45,36126,3
45,38498,1
45,40126,2
45,21777,3
45,23385,1
45,20159,2
45,30688,3
45,20159,1
45,40092,2
45,40126,3
45,36224,1
45,21329,2
45,1669,3
45,38856,1
45,40893,2
45,46193,3
45,43229,1
45,30688,1
45,40480,3
45,45117,1
45,36224,3
45,36224,2
45,41183,3
45,34453,1
45,45117,2
45,21329,3
45,27861,1
45,30688,2
45,34394,3
45,38964,1
45,27861,3
45,40126,1
45,41183,2
45,20159,3
45,41503,1
45,40893,3
45,29352,1
45,40092,3
45,22526,1
45,40311,2
45,20322,3
45,41903,1
45,40309,3
45,38964,2
45,41465,3
45,41183,1
45,41503,2
45,23960,3
45,36787,1
45,34453,2
45,45117,3
45,41903,2
45,21329,1
45,38964,3
45,36787,2
45,1613,3
45,20288,3
45,41503,3
45,40893,1
45,34453,3
45,41903,3
45,44722,3
45,36787,3
46,27961,1
46,27961,2
46,44191,3
46,34357,1
46,1540,2
46,27961,3
46,1540,1
46,45735,2
46,40385,3
46,45319,2
46,43662,3
46,19991,1
46,41780,2
46,44785,3
46,39457,1
46,40385,2
46,44524,3
46,36018,1
46,46350,2
46,39457,3
46,40372,1
46,43662,2
46,40667,3
46,40819,1
46,22299,2
46,39960,3
46,45735,1
46,23987,2
46,19991,3
46,46350,1
46,38724,2
46,38724,3
46,40385,1
46,37575,3
46,22439,1
46,27775,2
46,22963,3
46,27775,1
46,46350,3
46,43662,1
46,39457,2
46,45319,3
46,45319,1
46,44001,3
46,40667,2
46,39061,3
46,41780,1
46,45713,2
46,36417,3
46,40667,1
46,40372,2
46,23987,3
46,44001,2
46,39013,3
46,23987,1
46,41780,3
46,44001,1
46,19991,2
46,40819,3
46,1540,3
46,22299,1
46,22439,2
46,39495,3
46,40819,2
46,36018,3
46,43929,2
46,22439,3
46,38724,1
46,36018,2
46,42936,3
46,45713,1
46,22299,3
46,40372,3
46,40366,3
46,43929,1
46,27775,3
46,39013,2
46,43929,3
46,39013,1
46,44371,3
46,1011,3
46,40366,2
46,39801,3
46,40366,1
46,49679,3
46,45115,3
46,45713,3
46,45735,3
46,39061,2
46,41619,3
46,39061,1
46,49679,2
46,49679,1
47,38130,1
47,20654,2
47,38311,3
47,23515,1
47,19599,2
47,28085,3
47,43039,4
47,38311,1
47,41323,2
47,35172,3
47,28085,1
47,23515,2
47,20654,3
47,35172,1
47,21537,2
47,41323,3
47,20654,1
47,21022,2
47,50338,3
47,38130,2
47,41424,3
47,41323,1
47,28085,2
47,32917,3
47,50338,1
47,44938,2
47,44458,3
47,41424,1
47,35008,2
47,44938,3
47,32917,1
47,38311,2
47,38130,3
47,44458,1
47,409,2
47,19599,3
47,50338,2
47,43496,3
47,44938,1
47,29888,2
47,22708,3
47,43496,2
47,40571,3
47,19599,1
47,40571,2
47,35008,3
47,43496,1
47,35172,2
47,43039,3
47,22708,1
47,34517,2
47,40571,1
47,38387,2
47,21537,3
47,41424,2
47,29888,3
47,35008,1
47,32917,2
47,21022,3
47,35725,1
47,27037,2
47,28528,3
47,409,1
47,44458,2
47,409,3
47,28528,2
47,38387,3
47,22708,2
47,27037,3
47,35725,2
47,34517,3
47,43039,1
47,45227,3
47,21537,1
47,23515,3
47,38752,3
47,34056,3
47,29888,1
47,597,3
47,21022,1
47,22264,3
47,28528,1
47,44245,3
47,44494,3
47,23994,3
47,35725,3
47,38387,1
47,24655,3
47,27037,1
47,34517,1
48,38913,1
48,24443,2
48,21784,3
48,39862,4
48,18640,1
48,2063,2
48,18640,3
48,43326,4
48,44259,1
48,21784,2
48,39923,3
48,46342,4
48,24443,1
48,24631,2
48,24443,3
48,19650,4
48,43720,1
48,38913,2
48,43720,3
48,22756,1
48,44016,2
48,46229,3
48,19457,1
48,43720,2
48,44259,3
48,816,1
48,23046,2
48,46342,3
48,2063,1
48,18640,2
48,2063,3
48,816,2
48,43953,1
48,44259,2
48,43953,3
48,24187,1
48,43953,2
48,24187,3
48,24631,1
48,24187,2
48,24631,3
48,46229,1
48,20235,2
48,39086,3
48,38332,1
48,37950,3
48,20235,1
48,39086,2
48,20235,3
48,22756,2
48,39862,3
48,39086,1
48,32974,2
48,22756,3
48,39862,1
48,35292,2
48,44016,3
48,19650,1
48,19457,2
48,44016,1
48,46229,2
48,38916,3
48,26704,1
48,41059,2
48,41059,3
48,19650,3
48,41059,1
48,32974,3
48,34157,3
48,32974,1
48,26704,2
48,1953,3
48,21784,1
48,44174,3
48,23046,3
48,43326,3
48,44598,3
48,21645,1
48,21645,2
48,26704,3
48,44410,3
48,619,1
48,19457,3
48,35292,1
48,619,2
48,42799,3
48,23046,1
48,38913,3
48,46342,1
48,816,3
48,43326,1
48,21645,3
48,35292,3
48,619,3
49,42824,1
49,40713,2
49,445,3
49,39863,4
49,30348,1
49,44577,2
49,42,3
49,41407,4
49,19340,1
49,42824,2
49,38305,3
49,36007,1
49,19340,2
49,42824,3
49,41407,1
49,42197,2
49,41188,3
49,445,1
49,41598,2
49,19340,3
49,38305,1
49,35291,2
49,27418,3
49,42197,1
49,42152,2
49,36007,3
49,38915,1
49,44264,2
49,19806,3
49,38827,1
49,30348,2
49,41407,3
49,31255,1
49,31255,2
49,42152,3
49,44264,1
49,32892,2
49,43070,3
49,32892,1
49,42113,2
49,37968,3
49,42113,1
49,27418,2
49,544,3
49,27418,1
49,445,2
49,42197,3
49,19516,2
49,31255,3
49,41598,1
49,38305,2
49,44264,3
49,43040,1
49,36491,2
49,39863,3
49,43070,1
49,544,2
49,44577,3
49,40713,1
49,38915,2
49,19973,3
49,544,1
49,43070,2
49,40713,3
49,19516,1
49,42113,3
49,42152,1
49,41842,3
49,36491,1
49,38827,2
49,38915,3
49,44577,1
49,43040,2
49,38827,3
49,35291,1
49,34925,3
49,36007,2
49,43040,3
49,39863,1
49,41188,2
49,32892,3
49,36491,3
49,41598,3
49,35291,3
49,41842,1
49,41842,2
49,45353,3
49,41188,1
49,19516,3
49,18398,3
49,44527,3
49,30348,3
50,40705,1
50,28395,2
50,43120,3
50,20215,4
50,31367,1
50,43120,2
50,44866,3
50,42300,4
50,43686,1
50,39895,2
50,28395,3
50,38397,4
50,39866,1
50,41215,2
50,39866,3
50,43120,1
50,27392,2
50,42300,3
50,38397,1
50,41690,2
50,31367,3
50,44752,1
50,31367,2
50,38397,3
50,39897,1
50,43686,2
50,39897,3
50,41758,1
50,40991,2
50,41758,3
50,43867,1
50,39897,2
50,39895,3
50,42300,1
50,44936,2
50,44936,3
50,41215,1
50,38402,2
50,2081,3
50,39895,1
50,44866,2
50,41690,3
50,28395,1
50,41758,2
50,51390,3
50,44936,1
50,27392,3
50,27363,1
50,42460,2
50,42460,3
50,27392,1
50,39866,2
50,41215,3
50,38402,1
50,22966,3
50,41356,1
50,35166,2
50,41356,3
50,35166,1
50,986,2
50,986,3
50,20215,1
50,22966,2
50,44752,3
50,33087,1
50,41356,2
50,40991,3
50,42460,1
50,38032,2
50,43686,3
50,40991,1
50,43867,2
50,27363,3
50,986,1
50,40300,3
50,44866,1
50,44752,2
50,33087,3
50,40705,2
50,40705,3
50,22966,1
50,27363,2
50,43867,3
50,38032,1
50,38402,3
50,41690,1
50,33087,2
50,38032,3
50,35166,3
51,38257,1
51,38257,2
51,33877,3
51,35267,4
51,32493,1
51,20775,2
51,33667,3
51,21167,4
51,1592,1
51,43001,2
51,38257,3
51,41211,1
51,41781,2
51,1592,3
51,32493,4
51,42898,1
51,1592,2
51,34958,3
51,28239,1
51,42445,2
51,28239,3
51,41781,1
51,20385,2
51,44109,3
51,20775,1
51,33667,2
51,24089,3
51,39920,1
51,41369,2
51,41274,3
51,34958,2
51,41781,3
51,20567,1
51,41211,2
51,34521,3
51,23251,1
51,39253,2
51,21167,3
51,43001,1
51,24089,2
51,40152,3
51,23239,1
51,20567,2
51,36593,3
51,24089,1
51,39920,2
51,42445,3
51,609,1
51,28239,2
51,39920,3
51,33667,1
51,609,2
51,42898,3
51,43560,1
51,41274,2
51,41211,3
51,39253,1
51,42898,2
51,43560,3
51,43560,2
51,23251,3
51,21167,1
51,34029,2
51,41831,3
51,41369,1
51,23251,2
51,34029,3
51,20385,1
51,40214,2
51,609,3
51,34958,1
51,23239,2
51,44555,3
51,41274,1
51,40152,2
51,39253,3
51,46138,3
51,34029,1
51,20775,3
51,42445,1
51,20567,3
51,40214,1
51,40152,1
51,41831,2
51,41831,1
51,41369,3
51,35267,1
51,23239,3
51,40214,3
51,43001,3
51,38432,3
51,44054,3
51,2042,3
51,20385,3
52,42215,1
52,22033,2
52,38410,3
52,43842,4
52,28726,1
52,23277,2
52,35516,3
52,35555,1
52,40777,2
52,34807,3
52,35340,4
52,32381,1
52,41875,2
52,22033,3
52,34807,4
52,1425,1
52,38410,2
52,1106,3
52,32240,1
52,26516,2
52,41875,3
52,22033,1
52,30473,2
52,43412,3
52,41875,1
52,1897,2
52,19592,3
52,38410,1
52,20274,2
52,33061,3
52,19592,1
52,42252,2
52,30473,3
52,20274,1
52,36859,2
52,39394,3
52,30473,1
52,38614,2
52,36271,3
52,39394,1
52,39394,2
52,36859,3
52,40777,1
52,36271,2
52,1425,3
52,19477,1
52,1425,2
52,26516,3
52,42252,1
52,35516,2
52,42215,3
52,35340,1
52,32381,2
52,42114,3
52,43842,1
52,19592,2
52,41156,3
52,39156,1
52,28726,2
52,20274,3
