league_id,sub_league_id,year,best_hitter_id,best_pitcher_id,best_rookie_id,best_manager_id,best_fielder_id0,best_fielder_id1,best_fielder_id2,best_fielder_id3,best_fielder_id4,best_fielder_id5,best_fielder_id6,best_fielder_id7,best_fielder_id8,best_fielder_id9
145,0,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1911,4734,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1911,14711,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1912,15429,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1912,5898,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1913,9158,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1913,5409,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1914,4814,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1914,6346,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1922,15127,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1923,14387,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1924,9158,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1924,16551,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1925,13058,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1925,8650,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1926,4019,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1926,12615,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1927,7112,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1927,16822,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1928,4740,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1928,3510,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1929,8650,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1931,7655,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1931,6865,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1932,6780,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1932,9675,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1933,6780,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1933,8746,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1934,4740,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1934,5525,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1935,7549,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1935,8042,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1936,7112,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1936,8746,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1937,7114,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1937,11529,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,1938,6780,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1938,10457,0,0,0,0,0,0,0,0,0,0,0,0,0
