league_id,sub_league_id,year,all_star_pos,all_star
145,1,1953,6,12273
145,1,1953,7,3045
145,1,1953,8,15166
145,1,1953,9,2543
145,1,1953,10,5111
145,1,1953,11,5707
145,1,1953,12,6915
145,1,1953,13,7753
145,1,1953,14,7863
145,1,1953,15,8498
145,1,1953,16,9602
145,1,1953,17,11235
145,1,1953,18,13914
145,1,1953,19,14112
145,1,1953,20,15084
145,1,1953,21,15345
145,1,1953,22,15418
145,1,1953,23,15519
145,1,1953,24,17051
145,1,1953,25,17190
145,1,1953,26,17231
145,0,1954,0,6717
145,0,1954,1,3158
145,0,1954,2,14266
145,0,1954,3,2594
145,0,1954,4,3464
145,0,1954,5,4314
145,0,1954,6,11822
145,0,1954,7,10856
145,0,1954,8,2910
145,0,1954,9,4912
145,0,1954,10,5773
145,0,1954,11,6374
145,0,1954,12,6536
145,0,1954,13,6775
145,0,1954,14,7020
145,0,1954,15,9411
145,0,1954,16,9435
145,0,1954,17,9898
145,0,1954,18,10233
145,0,1954,19,10452
145,0,1954,20,12518
145,0,1954,21,13305
145,0,1954,22,13433
145,0,1954,23,13877
145,0,1954,24,15699
145,0,1954,25,16388
145,0,1954,26,16412
145,0,1954,27,16621
145,0,1954,28,17277
145,1,1954,0,14075
145,1,1954,1,4192
145,1,1954,2,9706
145,1,1954,3,7863
145,1,1954,4,8920
145,1,1954,5,5390
145,1,1954,6,14112
145,1,1954,7,15345
145,1,1954,8,12273
145,1,1954,9,2477
145,1,1954,10,3045
145,1,1954,11,3970
145,1,1954,12,4872
145,1,1954,13,5111
145,1,1954,14,6276
145,1,1954,15,7630
145,1,1954,16,7753
145,1,1954,17,8498
145,1,1954,18,8943
145,1,1954,19,11110
145,1,1954,20,12139
145,1,1954,21,13784
145,1,1954,22,14681
145,1,1954,23,15418
145,1,1954,24,16137
145,1,1954,25,17347
145,0,1955,0,13291
145,0,1955,1,3158
145,0,1955,2,16621
145,0,1955,3,6775
145,0,1955,4,6536
145,0,1955,5,9898
145,0,1955,6,17277
145,0,1955,7,10856
145,0,1955,8,9342
145,0,1955,9,2594
145,0,1955,10,4314
145,0,1955,11,5773
145,0,1955,12,5823
145,0,1955,13,6717
145,0,1955,14,8506
145,0,1955,15,9039
145,0,1955,16,10452
145,0,1955,17,13480
145,0,1955,18,14266
145,0,1955,19,14754
145,0,1955,20,15196
145,0,1955,21,15835
145,0,1955,22,16412
145,0,1955,23,17347
145,0,1955,24,17589
145,1,1955,0,14075
145,1,1955,1,5111
145,1,1955,2,9706
145,1,1955,3,14681
145,1,1955,4,11024
145,1,1955,5,2737
145,1,1955,6,6244
145,1,1955,7,15345
145,1,1955,8,12139
145,1,1955,9,2171
145,1,1955,10,2535
145,1,1955,11,2676
145,1,1955,12,3970
145,1,1955,13,4192
145,1,1955,14,4872
145,1,1955,15,7753
145,1,1955,16,8498
145,1,1955,17,8943
145,1,1955,18,9249
145,1,1955,19,10442
145,1,1955,20,10488
145,1,1955,21,11110
145,1,1955,22,12273
145,1,1955,23,12412
145,1,1955,24,12560
145,1,1955,25,16137
145,0,1956,0,13291
145,0,1956,1,3158
145,0,1956,2,16621
145,0,1956,3,6775
145,0,1956,4,9435
145,0,1956,5,9898
145,0,1956,6,17277
145,0,1956,7,10856
145,0,1956,8,9342
145,0,1956,9,3464
145,0,1956,10,3698
145,0,1956,11,6717
145,0,1956,12,9894
