year,team_id,league_id,sub_league_id,level_id,split_id,position,g,gs,tc,a,po,e,dp,tp,pb,sba,rto,er,ip,ipf,pct,range,rtop,cera,zr,plays,plays_base,roe,eff,opps_0,opps_made_0,opps_1,opps_made_1,opps_2,opps_made_2,opps_3,opps_made_3,opps_4,opps_made_4,opps_5,opps_made_5
1871,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1871,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1872,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1872,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1873,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1873,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1874,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1874,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1875,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1875,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1876,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1876,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1877,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1877,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1878,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1878,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1879,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1879,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1880,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1880,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1881,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1881,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1882,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1882,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1883,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1883,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1884,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1884,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1885,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1885,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1886,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1886,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1887,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1887,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1888,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1888,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1889,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1889,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1890,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1890,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1891,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1891,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1892,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1892,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1893,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1893,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1894,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1894,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1895,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1895,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1896,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1896,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1897,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1897,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1898,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1898,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1899,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1899,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1900,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1900,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1901,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1901,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1902,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1902,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1903,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1903,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1904,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1904,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1905,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1905,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1906,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1906,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1907,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1907,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1908,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1908,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1909,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1909,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1910,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1910,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1911,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1911,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1912,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1912,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1913,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1913,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1914,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1914,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1915,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1915,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1916,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1916,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1917,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1917,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1918,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1918,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1919,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1919,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1920,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1920,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1921,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1921,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1922,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1922,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1923,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1923,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1924,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1924,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1925,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1925,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1926,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1926,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1927,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1927,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1928,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1928,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1929,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1929,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1930,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1930,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1931,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1931,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1932,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1932,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1933,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1933,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1934,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1934,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1935,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1935,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1936,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1936,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1937,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
1937,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
