year,team_id,league_id,sub_league_id,level_id,split_id,position,g,gs,tc,a,po,e,dp,tp,pb,sba,rto,er,ip,ipf,pct,range,rtop,cera,zr,plays,plays_base,roe,eff,opps_0,opps_made_0,opps_1,opps_made_1,opps_2,opps_made_2,opps_3,opps_made_3,opps_4,opps_made_4,opps_5,opps_made_5
2023,755,172,0,6,0,0,2736,16720,113135,36648,73773,2714,2062,0,339,1137,274,0,221334,0,0.9760,4.4900,0.2410,0.0000,-1185.4116,59134,59581,2237,0.9550,44370,41025,10938,7864,6798,3232,4781,1369,3713,443,9251,0
2024,755,172,0,6,0,0,2736,27360,112646,35982,74075,2589,1695,0,280,1100,270,0,222246,0,0.9770,4.4568,0.2455,0.0000,-1054.2312,57930,58019,2163,0.9612,43110,39760,10698,7717,6592,3130,4840,1402,3894,485,9512,0
2025,755,172,0,6,0,0,2740,27400,113215,36577,74000,2638,1773,0,315,1348,326,0,222009,0,0.9767,4.4827,0.2418,0.0000,-957.9144,58223,58097,2171,0.9648,43020,39636,10688,7814,6661,3205,4743,1420,3927,454,9886,0
2026,755,172,0,6,0,0,2742,27420,113449,36836,74012,2601,1872,1,261,1054,276,0,222075,0,0.9771,4.4923,0.2619,0.0000,-1055.9928,58224,58250,2117,0.9632,43114,39712,10649,7721,6679,3113,4999,1419,4002,475,10018,0
2027,755,172,0,6,0,0,2738,27380,112391,35894,73429,3068,1621,0,1214,1169,230,0,220299,0,0.9727,4.4662,0.1967,0.0000,-1812.2268,57360,58611,2541,0.9353,43043,39197,10696,7515,6506,2953,4783,1299,3852,417,9520,0
2028,755,172,0,6,0,0,5324,53240,221478,72125,143211,6142,3649,4,300,1992,560,0,429669,0,0.9723,4.5105,0.2811,0.0000,-3249.3384,114152,116046,5024,0.9404,84449,77171,21039,15034,13266,6066,9423,2527,7374,791,18417,0
2029,755,172,0,6,0,0,5320,53200,202617,55611,142706,4300,2288,1,499,6720,1912,0,428142,0,0.9788,4.1688,0.2845,0.0000,-1620.5604,85332,85642,3221,0.9588,60975,55815,18670,13659,10908,5261,7946,2336,6658,918,16944,0
2030,755,172,0,6,0,0,5320,53200,204304,57259,142589,4456,2630,2,1406,6068,1738,0,427800,0,0.9782,4.2044,0.2864,0.0000,-137.6412,89361,91006,3348,0.9451,47046,43156,30843,25006,13082,8594,9984,3854,8766,1488,21911,0
2031,755,172,0,6,0,0,5320,53200,204919,58196,142356,4367,3036,0,1067,6522,2002,0,427101,0,0.9787,4.2261,0.3070,0.0000,197.6076,90242,91685,3236,0.9490,47311,43611,31226,25582,13242,8790,9784,3910,8460,1546,20820,0
2032,755,172,0,6,0,0,5326,53260,205216,58474,142575,4167,3306,1,521,5913,1897,0,427767,0,0.9797,4.2300,0.3208,0.0000,409.9608,88853,89765,3138,0.9549,46679,42977,30358,24945,12967,8776,9606,3846,8452,1543,21102,0
2033,755,172,0,6,0,0,5320,53200,203246,56817,142198,4231,3107,1,577,5702,1795,0,426621,0,0.9792,4.1984,0.3148,0.0000,488.8260,89574,90382,3173,0.9560,48096,44372,30364,25024,12855,8666,9450,3868,8342,1593,20734,0
2034,755,172,0,6,0,0,5320,53199,205376,58673,142259,4444,3459,0,1104,6382,1696,0,426806,0,0.9784,4.2370,0.2657,0.0000,-1128.4392,92841,92851,3401,0.9633,62426,58233,19866,13908,15764,8399,8851,2868,9328,1291,15647,0
2035,755,172,0,6,0,0,5320,53200,202888,56608,142109,4171,3158,1,768,6301,1944,0,426346,0,0.9794,4.1948,0.3085,0.0000,-595.6404,90074,89861,3109,0.9678,59201,55373,19225,13476,15935,8615,9840,3608,9718,1721,15979,0
2036,755,172,0,6,0,0,5320,53200,202718,56039,142730,3949,3033,0,990,5849,1908,0,428220,0,0.9805,4.1776,0.3262,0.0000,-421.2660,89159,88908,3008,0.9690,58768,55019,19010,13499,15337,8297,9562,3634,9448,1820,15183,0
2037,755,172,0,6,0,0,5320,53200,201843,55056,142648,4139,3124,1,1345,5653,1657,0,428016,0,0.9795,4.1572,0.2931,0.0000,-813.4008,88686,89087,3208,0.9595,59071,55085,18707,13108,15248,8358,9679,3540,9358,1759,15121,0
2038,755,172,0,6,0,0,5320,53200,202122,55479,142260,4383,3232,0,1197,5715,1804,0,426864,0,0.9783,4.1691,0.3157,0.0000,-1170.0816,89385,90071,3394,0.9547,59347,55220,19179,13288,15585,8230,9738,3490,9679,1734,15188,0
2039,755,172,0,6,0,0,5320,53200,201500,55025,142217,4258,3235,2,965,5667,1774,0,426720,0,0.9789,4.1601,0.3130,0.0000,-1108.8492,89153,90164,3254,0.9527,59447,55435,18896,13273,15683,8452,9700,3474,9491,1621,15483,0
2039,794,100,0,11,0,0,722,7220,24826,5101,19003,722,539,1,116,330,97,0,57012,0,0.9709,3.8051,0.2939,0.0000,-723.8148,9663,10432,521,0.8763,7094,6431,2267,1287,2146,814,1406,247,1512,92,2982,0
2039,812,100,1,11,0,0,722,7220,24881,5253,18939,689,579,0,117,306,94,0,56817,0,0.9723,3.8321,0.3072,0.0000,-751.3836,9856,10634,505,0.8793,7151,6467,2369,1309,2054,762,1474,240,1609,105,3093,0
2040,794,100,0,11,0,8,724,7240,26912,6515,19422,975,423,0,65,2780,938,0,58269,0,0.9638,4.0061,0.3374,0.0000,-482.6955,11466,11539,755,0.9554,8549,7769,1780,1379,1451,847,891,344,828,127,1224,0
2040,812,100,1,11,0,9,720,7200,26307,6366,19083,858,500,0,86,2642,910,0,57249,0,0.9674,4.0008,0.3444,0.0000,-290.2539,11382,11407,698,0.9385,8411,7726,1747,1374,1365,801,989,362,875,163,1250,1
2039,831,101,0,11,0,0,726,7260,24989,5147,19092,750,573,0,157,330,92,0,57282,0,0.9700,3.8084,0.2788,0.0000,-774.6336,10119,10879,561,0.8786,7483,6732,2420,1373,2145,799,1516,245,1636,106,3375,0
2039,859,101,1,11,0,0,722,7220,24853,5208,19000,645,548,1,131,318,88,0,57003,0,0.9740,3.8221,0.2767,0.0000,-627.4332,9982,10637,447,0.8964,7221,6582,2436,1451,2048,787,1396,261,1556,123,3169,0
2040,831,101,0,11,0,9,724,7240,26769,6545,19294,930,438,0,49,2730,792,0,57882,0,0.9653,4.0177,0.2901,0.0000,-171.5627,11433,11553,739,0.9516,8505,7769,1819,1414,1422,814,924,355,855,161,1235,0
2040,859,101,1,11,0,6,720,7200,26495,6513,19144,838,450,0,56,2414,814,0,57438,0,0.9684,4.0202,0.3372,0.0000,319.7071,11369,11388,656,1.0427,8483,7772,1802,1444,1401,782,1008,359,922,186,1252,1
2039,870,102,0,10,0,0,1004,10040,34540,7439,26489,612,704,0,138,655,194,0,79473,0,0.9823,3.8422,0.2962,0.0000,-340.9416,13496,13719,458,0.9504,9369,8683,3031,1992,2612,1186,1689,503,1866,241,3531,0
2039,894,102,1,10,0,0,1000,10000,34676,7559,26473,644,747,0,125,607,189,0,79425,0,0.9814,3.8563,0.3114,0.0000,-310.1844,13693,13852,484,0.9536,9541,8889,3078,2011,2532,1183,1682,503,1816,235,3466,0
2039,906,103,0,10,0,0,300,3000,10435,2238,7989,208,198,0,39,142,54,0,23967,0,0.9801,3.8404,0.3803,0.0000,-103.6488,4330,4459,168,0.9334,3091,2877,924,625,715,347,487,166,488,85,951,0
2039,909,103,1,10,0,0,300,3000,10372,2173,7982,217,215,0,27,143,47,0,23946,0,0.9791,3.8167,0.3287,0.0000,-132.6252,4123,4232,183,0.9310,2867,2647,930,591,731,354,511,153,503,61,980,0
